@relation allSongsAllFieldsRankClassWithDatePOS

@attribute IS_EXPLICIT {TRUE, FALSE}
@attribute WEEK date "yyyy-MM-dd"
@attribute NUM_WORDS real
@attribute NUM_UNIQUE_WORDS real
@attribute MAX_WORD_LENGTH real
@attribute AVG_WORD_LENGTH real
@attribute VERBS_FRQ real
@attribute CONJUNCTIONS_FRQ real
@attribute ADJECTIVES_FRQ real
@attribute PRONOUNS_FRQ real
@attribute NUMBERS_FRQ real
@attribute NOUNS_FRQ real
@attribute TOS_FRQ real
@attribute PREPOSITIONS_FRQ real
@attribute ADVERBS_FRQ real
@attribute INTERJECTIONS_FRQ real
@attribute OTHERS_FRQ real
@attribute FOREIGNS_FRQ real
@attribute INTERROGATIVES_FRQ real
@attribute SONG_RANK_CLASS {1-10, 11-20, 21-30, 31-40, 41-50}

@data
TRUE,"2004-10-02",520,159,18,4,20.0 real, 1.9230769 real, 5.3846154 real, 14.230769 real, 0.0 real, 28.076923 real, 0.96153843 real, 10.961538 real, 6.1538463 real, 0.1923077 real, 11.538462 real, 0.0 real, 0.5769231 real, 21-30
FALSE,"1993-10-30",212,80,10,3,24.528301 real, 6.6037736 real, 5.188679 real, 17.45283 real, 0.4716981 real, 14.150944 real, 3.7735848 real, 6.1320753 real, 9.433962 real, 0.9433962 real, 9.905661 real, 0.0 real, 1.4150944 real, 11-20
FALSE,"1981-11-28",354,97,10,3,18.079096 real, 3.6723163 real, 1.6949153 real, 11.581921 real, 0.28248587 real, 18.644068 real, 3.3898306 real, 14.124293 real, 7.9096045 real, 5.084746 real, 14.971751 real, 0.0 real, 0.56497175 real, 21-30
TRUE,"1999-04-10",395,90,9,3,20.0 real, 2.5316455 real, 2.5316455 real, 14.43038 real, 0.0 real, 23.544304 real, 3.2911391 real, 10.632912 real, 7.341772 real, 1.2658228 real, 14.177216 real, 0.0 real, 0.5063291 real, 1-10
FALSE,"2003-08-09",180,82,9,3,11.111111 real, 7.2222223 real, 0.5555556 real, 8.888889 real, 0.5555556 real, 32.22222 real, 1.6666666 real, 11.666667 real, 3.3333333 real, 0.0 real, 21.666666 real, 0.0 real, 1.1111112 real, 21-30
TRUE,"2011-04-09",285,134,15,3,21.052631 real, 1.754386 real, 6.6666665 real, 13.684211 real, 0.3508772 real, 20.0 real, 1.4035088 real, 8.421053 real, 8.77193 real, 0.3508772 real, 16.491228 real, 0.0 real, 1.0526316 real, 1-10
FALSE,"1992-01-18",479,149,9,3,18.789145 real, 3.966597 real, 3.131524 real, 17.327766 real, 0.0 real, 16.492693 real, 2.9227557 real, 13.569938 real, 6.05428 real, 1.0438414 real, 13.361169 real, 0.0 real, 3.3402922 real, 11-20
FALSE,"2002-08-17",18,18,14,5,22.222221 real, 0.0 real, 0.0 real, 11.111111 real, 0.0 real, 27.777779 real, 5.5555553 real, 11.111111 real, 5.5555553 real, 0.0 real, 16.666666 real, 0.0 real, 0.0 real, 11-20
FALSE,"2009-05-23",341,123,9,3,21.70088 real, 3.5190616 real, 5.2785926 real, 13.782991 real, 0.0 real, 14.369501 real, 3.5190616 real, 10.263929 real, 7.9178886 real, 0.0 real, 16.715542 real, 0.0 real, 2.9325514 real, 11-20
TRUE,"1997-12-27",258,122,10,3,21.705427 real, 2.7131784 real, 4.6511626 real, 16.666666 real, 0.0 real, 24.806202 real, 1.5503876 real, 5.426357 real, 7.751938 real, 0.0 real, 13.565891 real, 0.0 real, 1.1627907 real, 41-50
TRUE,"1997-01-11",867,249,12,4,13.26413 real, 3.229527 real, 7.3817763 real, 10.841984 real, 0.34602076 real, 36.21684 real, 2.191465 real, 11.764706 real, 4.1522493 real, 0.0 real, 10.149942 real, 0.0 real, 0.46136102 real, 11-20
FALSE,"1983-06-11",334,78,10,3,15.269461 real, 3.8922155 real, 6.287425 real, 9.281437 real, 0.2994012 real, 20.359282 real, 5.3892217 real, 10.778443 real, 7.784431 real, 0.0 real, 19.461079 real, 0.0 real, 1.4970059 real, 31-40
TRUE,"2014-12-06",406,135,11,3,22.413794 real, 2.4630542 real, 3.6945813 real, 19.704433 real, 0.24630542 real, 22.660099 real, 0.7389163 real, 9.852217 real, 4.4334974 real, 0.0 real, 11.3300495 real, 0.0 real, 2.4630542 real, 11-20
FALSE,"1984-07-21",209,83,11,3,22.00957 real, 1.4354067 real, 2.8708134 real, 18.181818 real, 0.0 real, 21.052631 real, 2.3923445 real, 9.569378 real, 6.6985645 real, 0.0 real, 12.91866 real, 0.0 real, 2.8708134 real, 21-30
TRUE,"2013-01-12",411,198,13,4,19.46472 real, 2.676399 real, 4.379562 real, 16.78832 real, 0.0 real, 28.467154 real, 0.486618 real, 9.245742 real, 3.892944 real, 0.486618 real, 13.625304 real, 0.0 real, 0.486618 real, 21-30
FALSE,"1998-03-28",562,161,10,3,18.327402 real, 1.4234875 real, 4.9822063 real, 13.16726 real, 0.0 real, 23.309608 real, 1.2455516 real, 8.540925 real, 12.455516 real, 0.5338078 real, 12.811388 real, 0.0 real, 3.202847 real, 1-10
TRUE,"1996-12-07",338,74,7,3,15.976332 real, 4.733728 real, 1.183432 real, 16.27219 real, 0.0 real, 19.822485 real, 2.366864 real, 15.680473 real, 4.733728 real, 3.254438 real, 10.35503 real, 0.0 real, 5.9171596 real, 1-10
FALSE,"1982-11-20",284,99,10,4,23.943663 real, 1.7605634 real, 7.0422535 real, 22.535212 real, 0.70422536 real, 16.549295 real, 0.70422536 real, 7.3943663 real, 8.098592 real, 2.8169014 real, 5.633803 real, 0.0 real, 2.8169014 real, 11-20
TRUE,"1998-08-08",462,191,13,3,20.56277 real, 1.7316017 real, 3.4632034 real, 17.316017 real, 1.2987013 real, 20.12987 real, 2.3809524 real, 8.225108 real, 12.554112 real, 1.0822511 real, 9.74026 real, 0.0 real, 1.5151515 real, 11-20
TRUE,"1998-09-19",345,97,13,3,27.536232 real, 4.637681 real, 2.3188405 real, 22.028986 real, 0.0 real, 15.362319 real, 2.0289855 real, 5.7971015 real, 8.405797 real, 0.0 real, 10.144928 real, 0.0 real, 2.0289855 real, 31-40
FALSE,"1996-03-23",322,140,10,3,19.875776 real, 8.385093 real, 3.4161491 real, 17.701864 real, 1.552795 real, 19.875776 real, 0.621118 real, 7.142857 real, 9.316771 real, 0.310559 real, 9.316771 real, 0.0 real, 2.484472 real, 1-10
FALSE,"1982-04-17",176,55,9,4,25.568182 real, 0.0 real, 2.840909 real, 15.909091 real, 0.0 real, 18.181818 real, 2.2727273 real, 6.25 real, 8.522727 real, 4.5454545 real, 14.204545 real, 0.0 real, 1.7045455 real, 11-20
FALSE,"1984-03-03",218,92,11,4,18.807339 real, 5.0458717 real, 4.587156 real, 5.9633026 real, 0.0 real, 28.440367 real, 5.0458717 real, 10.091743 real, 7.7981653 real, 0.0 real, 13.761468 real, 0.0 real, 0.4587156 real, 1-10
FALSE,"2001-02-24",371,94,9,3,28.571428 real, 2.425876 real, 6.7385445 real, 15.363881 real, 0.0 real, 14.824798 real, 8.355795 real, 7.277628 real, 8.894878 real, 0.0 real, 6.199461 real, 0.0 real, 1.347709 real, 11-20
FALSE,"1981-06-20",197,114,9,3,22.335026 real, 5.0761423 real, 4.0609136 real, 8.121827 real, 0.0 real, 18.781727 real, 3.5532994 real, 13.705584 real, 5.5837564 real, 0.0 real, 16.243654 real, 0.0 real, 2.5380712 real, 21-30
FALSE,"1987-02-14",207,76,9,4,12.077294 real, 1.4492754 real, 6.763285 real, 10.628019 real, 0.9661836 real, 32.36715 real, 0.9661836 real, 9.661836 real, 13.043478 real, 0.0 real, 12.077294 real, 0.0 real, 0.0 real, 11-20
FALSE,"1988-09-17",337,135,12,3,15.727003 real, 2.967359 real, 5.6379824 real, 11.5727005 real, 0.0 real, 22.55193 real, 2.967359 real, 10.682492 real, 10.979228 real, 1.1869437 real, 13.649852 real, 0.0 real, 2.0771513 real, 1-10
FALSE,"2005-02-05",224,78,8,4,25.892857 real, 2.6785715 real, 3.125 real, 14.285714 real, 0.0 real, 20.089285 real, 5.357143 real, 7.142857 real, 5.803571 real, 1.3392857 real, 9.375 real, 0.0 real, 4.910714 real, 41-50
FALSE,"2007-07-14",393,121,13,4,19.847328 real, 4.0712466 real, 6.10687 real, 16.793894 real, 0.7633588 real, 23.40967 real, 0.7633588 real, 6.615776 real, 10.4325695 real, 0.0 real, 8.396947 real, 0.0 real, 2.7989821 real, 21-30
FALSE,"1998-12-05",325,105,9,3,25.538462 real, 5.8461537 real, 5.230769 real, 12.615385 real, 0.0 real, 18.76923 real, 4.3076925 real, 4.923077 real, 11.384615 real, 0.0 real, 8.615385 real, 0.0 real, 2.7692308 real, 1-10
TRUE,"2004-10-09",734,281,14,3,15.667575 real, 3.5422344 real, 2.0435967 real, 9.536785 real, 1.226158 real, 35.149864 real, 1.226158 real, 14.305177 real, 2.1798365 real, 0.13623978 real, 11.852861 real, 0.13623978 real, 2.997275 real, 31-40
TRUE,"2000-01-22",689,117,9,4,14.513788 real, 2.7576199 real, 3.3381712 real, 20.174166 real, 0.0 real, 24.383163 real, 1.3062409 real, 14.804064 real, 6.5312047 real, 0.0 real, 10.449927 real, 0.0 real, 1.7416545 real, 41-50
TRUE,"1994-11-12",682,248,16,3,16.86217 real, 4.692082 real, 2.6392963 real, 16.422287 real, 1.6129032 real, 21.847507 real, 2.9325514 real, 12.316715 real, 8.357771 real, 0.14662756 real, 10.263929 real, 0.0 real, 2.0527859 real, 31-40
TRUE,"2014-05-03",251,127,8,3,19.920319 real, 4.7808766 real, 4.7808766 real, 15.139442 real, 0.3984064 real, 18.326693 real, 3.5856574 real, 11.553785 real, 9.960159 real, 0.0 real, 10.756972 real, 0.0 real, 0.7968128 real, 1-10
FALSE,"2002-07-27",270,97,8,3,16.296297 real, 1.4814814 real, 5.9259257 real, 16.666666 real, 0.0 real, 19.25926 real, 1.4814814 real, 14.074074 real, 11.111111 real, 0.0 real, 12.222222 real, 0.0 real, 1.4814814 real, 31-40
TRUE,"2010-05-22",855,307,16,4,19.766083 real, 3.3918128 real, 5.8479533 real, 12.397661 real, 0.0 real, 19.883041 real, 3.8596492 real, 10.526316 real, 10.058479 real, 0.0 real, 12.748538 real, 0.0 real, 1.5204679 real, 1-10
FALSE,"1985-07-27",285,122,14,4,16.491228 real, 3.1578948 real, 6.3157897 real, 14.736842 real, 0.3508772 real, 16.842106 real, 2.1052632 real, 13.333333 real, 15.087719 real, 0.0 real, 10.526316 real, 0.0 real, 1.0526316 real, 31-40
FALSE,"1992-10-10",253,61,10,3,17.786562 real, 4.347826 real, 4.743083 real, 14.624506 real, 1.5810276 real, 20.948616 real, 1.5810276 real, 15.41502 real, 5.928854 real, 0.0 real, 13.438735 real, 0.0 real, 0.0 real, 21-30
TRUE,"1996-02-24",530,139,13,3,20.754717 real, 1.3207548 real, 2.6415095 real, 14.905661 real, 0.9433962 real, 24.339622 real, 0.5660377 real, 6.792453 real, 13.396227 real, 0.0 real, 13.396227 real, 0.0 real, 0.9433962 real, 1-10
FALSE,"1988-12-10",281,100,10,3,25.266905 real, 1.4234875 real, 4.2704625 real, 19.217081 real, 0.0 real, 18.505339 real, 0.3558719 real, 6.7615657 real, 7.117438 real, 0.0 real, 16.014235 real, 0.0 real, 1.0676156 real, 21-30
TRUE,"2010-05-01",294,101,10,4,16.32653 real, 3.0612245 real, 8.163265 real, 15.646258 real, 0.0 real, 22.108843 real, 1.3605442 real, 9.183674 real, 12.92517 real, 0.0 real, 10.544218 real, 0.0 real, 0.6802721 real, 21-30
TRUE,"2012-02-11",203,117,12,3,20.197044 real, 6.8965516 real, 6.4039407 real, 19.211823 real, 0.49261084 real, 10.344828 real, 2.955665 real, 8.374384 real, 11.82266 real, 0.0 real, 11.3300495 real, 0.0 real, 1.9704434 real, 11-20
TRUE,"2007-03-03",336,119,10,3,17.857143 real, 5.357143 real, 8.630953 real, 16.666666 real, 0.0 real, 13.988095 real, 5.0595236 real, 8.035714 real, 12.202381 real, 0.0 real, 10.416667 real, 0.0 real, 1.7857143 real, 1-10
FALSE,"1992-06-13",261,99,17,4,13.409962 real, 0.7662835 real, 12.260536 real, 11.877395 real, 4.597701 real, 18.390804 real, 0.38314176 real, 15.32567 real, 7.2796936 real, 0.0 real, 13.02682 real, 0.0 real, 2.6819923 real, 31-40
TRUE,"2004-01-10",402,173,10,3,24.875622 real, 3.482587 real, 3.9800994 real, 16.915422 real, 0.24875621 real, 16.666666 real, 1.7412935 real, 8.457711 real, 12.437811 real, 0.0 real, 9.701492 real, 0.0 real, 1.4925373 real, 41-50
TRUE,"1997-08-09",767,336,17,4,14.993481 real, 2.9986963 real, 4.8239894 real, 8.604955 real, 1.1734029 real, 32.073013 real, 1.9556714 real, 9.7783575 real, 5.084746 real, 1.8252933 real, 14.602346 real, 0.0 real, 2.2164276 real, 1-10
TRUE,"1997-08-16",767,336,17,4,14.993481 real, 2.9986963 real, 4.8239894 real, 8.604955 real, 1.1734029 real, 32.073013 real, 1.9556714 real, 9.7783575 real, 5.084746 real, 1.8252933 real, 14.602346 real, 0.0 real, 2.2164276 real, 1-10
FALSE,"2009-06-06",274,83,11,3,23.722628 real, 1.8248175 real, 4.0145984 real, 14.963504 real, 0.0 real, 22.262774 real, 4.7445254 real, 11.678832 real, 1.8248175 real, 0.0 real, 14.233577 real, 0.0 real, 0.729927 real, 41-50
TRUE,"2002-08-10",863,289,15,3,15.411356 real, 2.317497 real, 4.866744 real, 12.398609 real, 0.92699885 real, 41.0197 real, 2.2016222 real, 7.300116 real, 4.4032445 real, 0.23174971 real, 6.4889917 real, 0.0 real, 2.433372 real, 1-10
FALSE,"1986-06-21",271,88,13,3,20.295202 real, 1.1070111 real, 4.797048 real, 20.664207 real, 0.0 real, 17.343174 real, 0.36900368 real, 12.546125 real, 9.9630995 real, 0.73800737 real, 9.9630995 real, 0.0 real, 2.2140222 real, 1-10
FALSE,"1988-07-09",286,106,8,3,13.986014 real, 5.944056 real, 9.090909 real, 12.237762 real, 0.0 real, 24.475525 real, 1.7482518 real, 7.3426576 real, 8.041958 real, 0.0 real, 14.335665 real, 0.0 real, 2.7972028 real, 1-10
TRUE,"1997-02-01",677,298,12,3,13.737076 real, 4.135894 real, 4.874446 real, 8.271788 real, 0.59084195 real, 29.837519 real, 2.5110784 real, 13.146234 real, 4.7267356 real, 0.0 real, 15.805022 real, 0.0 real, 2.3633678 real, 31-40
FALSE,"1993-05-08",428,153,10,3,15.186916 real, 1.8691589 real, 3.7383177 real, 17.523365 real, 0.7009346 real, 25.93458 real, 1.4018692 real, 10.981308 real, 6.542056 real, 6.308411 real, 8.411215 real, 0.0 real, 1.4018692 real, 11-20
TRUE,"2010-05-01",402,199,14,4,17.910448 real, 5.970149 real, 3.7313433 real, 13.681592 real, 1.4925373 real, 24.129353 real, 0.99502486 real, 10.447762 real, 8.208955 real, 0.24875621 real, 11.940298 real, 0.0 real, 1.2437811 real, 1-10
FALSE,"1990-01-20",210,96,9,4,20.47619 real, 0.95238096 real, 6.6666665 real, 11.428572 real, 0.95238096 real, 18.095238 real, 3.3333333 real, 11.428572 real, 10.476191 real, 0.0 real, 12.857142 real, 0.0 real, 3.3333333 real, 31-40
FALSE,"2005-03-19",361,103,9,4,18.282549 real, 0.27700832 real, 6.094183 real, 11.911357 real, 3.0470915 real, 27.423822 real, 3.0470915 real, 9.695291 real, 6.9252076 real, 1.3850416 real, 10.803324 real, 0.0 real, 1.1080333 real, 31-40
FALSE,"2011-10-29",324,136,12,3,20.37037 real, 4.3209877 real, 5.2469134 real, 19.135803 real, 0.61728394 real, 19.753086 real, 2.4691358 real, 12.037037 real, 7.716049 real, 0.0 real, 7.4074073 real, 0.0 real, 0.9259259 real, 31-40
FALSE,"2000-05-13",167,71,11,4,15.568862 real, 1.7964072 real, 7.185629 real, 11.9760475 real, 1.7964072 real, 26.946108 real, 0.0 real, 16.766466 real, 2.3952096 real, 0.0 real, 15.568862 real, 0.0 real, 0.0 real, 41-50
FALSE,"1992-10-03",313,88,9,4,25.239616 real, 5.4313097 real, 6.0702877 real, 20.766773 real, 0.0 real, 17.571884 real, 0.0 real, 8.945687 real, 9.265176 real, 0.0 real, 6.0702877 real, 0.0 real, 0.63897765 real, 21-30
FALSE,"1990-04-21",208,107,10,4,23.076923 real, 3.3653846 real, 2.8846154 real, 18.75 real, 0.96153843 real, 19.23077 real, 3.3653846 real, 7.6923075 real, 4.8076925 real, 0.0 real, 12.980769 real, 0.0 real, 2.8846154 real, 1-10
FALSE,"1992-05-02",208,67,9,4,18.75 real, 5.769231 real, 3.8461537 real, 16.346153 real, 0.0 real, 18.26923 real, 0.0 real, 9.615385 real, 12.5 real, 1.9230769 real, 8.173077 real, 0.0 real, 4.8076925 real, 31-40
FALSE,"2002-03-09",393,137,10,3,19.338423 real, 0.7633588 real, 3.053435 real, 19.592875 real, 0.5089058 real, 20.610687 real, 1.5267175 real, 12.21374 real, 3.816794 real, 0.0 real, 15.012723 real, 1.0178117 real, 2.5445292 real, 21-30
FALSE,"2007-02-10",408,120,12,3,19.607843 real, 6.8627453 real, 5.147059 real, 9.558824 real, 1.9607843 real, 20.833334 real, 3.4313726 real, 12.5 real, 9.558824 real, 0.0 real, 9.313725 real, 0.0 real, 1.2254902 real, 41-50
FALSE,"2004-12-04",220,90,9,4,11.818182 real, 10.454545 real, 6.818182 real, 8.636364 real, 2.2727273 real, 19.545454 real, 0.90909094 real, 14.545455 real, 10.0 real, 0.0 real, 14.545455 real, 0.0 real, 0.45454547 real, 31-40
FALSE,"1987-06-06",279,99,9,3,18.27957 real, 1.7921147 real, 4.659498 real, 21.8638 real, 0.71684587 real, 16.487455 real, 3.2258065 real, 11.469534 real, 10.035842 real, 0.0 real, 9.67742 real, 0.0 real, 1.7921147 real, 11-20
FALSE,"1987-04-04",359,98,9,4,21.72702 real, 3.3426185 real, 6.128134 real, 13.927577 real, 0.0 real, 18.10585 real, 1.6713092 real, 10.86351 real, 11.699164 real, 0.0 real, 11.420613 real, 0.0 real, 1.1142061 real, 1-10
FALSE,"1990-07-07",278,65,7,3,24.10072 real, 3.5971222 real, 2.877698 real, 20.86331 real, 0.0 real, 18.705036 real, 0.35971224 real, 14.388489 real, 5.755396 real, 1.0791367 real, 6.8345323 real, 0.35971224 real, 1.0791367 real, 21-30
TRUE,"1987-01-10",306,101,10,4,18.954248 real, 1.633987 real, 7.8431373 real, 17.973856 real, 0.3267974 real, 21.895424 real, 2.9411764 real, 5.5555553 real, 7.8431373 real, 0.0 real, 11.764706 real, 0.0 real, 3.267974 real, 1-10
FALSE,"1987-10-17",267,69,12,4,12.734082 real, 0.0 real, 9.737827 real, 12.35955 real, 0.0 real, 33.707867 real, 1.1235955 real, 6.741573 real, 1.1235955 real, 1.4981273 real, 20.973783 real, 0.0 real, 0.0 real, 31-40
FALSE,"1992-08-29",366,132,10,4,23.497269 real, 2.7322404 real, 6.010929 real, 13.934426 real, 0.8196721 real, 16.666666 real, 2.1857924 real, 7.377049 real, 12.021858 real, 0.8196721 real, 12.568306 real, 0.0 real, 1.3661202 real, 1-10
FALSE,"1994-03-19",136,78,10,3,16.911764 real, 5.147059 real, 1.4705882 real, 18.382353 real, 0.0 real, 18.382353 real, 2.9411764 real, 8.088235 real, 13.970589 real, 0.0 real, 13.235294 real, 0.0 real, 1.4705882 real, 1-10
FALSE,"1991-10-05",695,221,18,3,24.748201 real, 3.0215828 real, 4.6043167 real, 18.129496 real, 0.2877698 real, 16.690647 real, 1.5827339 real, 10.647482 real, 7.0503597 real, 1.0071943 real, 8.057554 real, 0.1438849 real, 4.028777 real, 11-20
TRUE,"1996-10-12",297,114,12,3,18.855219 real, 6.3973064 real, 3.3670034 real, 17.508417 real, 1.010101 real, 12.121212 real, 4.040404 real, 10.774411 real, 12.457912 real, 0.0 real, 12.121212 real, 0.0 real, 1.3468014 real, 31-40
FALSE,"1992-05-23",308,78,9,3,14.61039 real, 2.2727273 real, 4.2207794 real, 17.857143 real, 0.0 real, 14.61039 real, 0.64935064 real, 8.766233 real, 2.922078 real, 18.506493 real, 14.61039 real, 0.0 real, 0.97402596 real, 21-30
FALSE,"2008-04-19",193,62,11,3,20.72539 real, 6.735751 real, 0.5181347 real, 8.8082905 real, 0.0 real, 25.906736 real, 1.0362694 real, 10.880829 real, 5.699482 real, 0.0 real, 18.134714 real, 0.0 real, 1.5544041 real, 31-40
FALSE,"2004-03-06",293,84,12,3,27.303755 real, 2.0477815 real, 7.849829 real, 15.358362 real, 0.0 real, 6.4846416 real, 3.0716724 real, 11.945393 real, 13.651877 real, 0.0 real, 10.921502 real, 0.0 real, 1.3651878 real, 11-20
TRUE,"2005-02-12",518,242,13,3,19.88417 real, 1.1583011 real, 6.756757 real, 13.899614 real, 1.5444015 real, 20.65637 real, 3.6679537 real, 11.776062 real, 6.756757 real, 0.38610038 real, 10.810811 real, 0.0 real, 2.7027028 real, 11-20
TRUE,"2005-04-16",610,280,13,4,13.278688 real, 4.0983605 real, 7.2131147 real, 10.819673 real, 2.4590163 real, 31.803278 real, 0.4918033 real, 10.983606 real, 6.7213116 real, 0.16393442 real, 10.983606 real, 0.0 real, 0.9836066 real, 11-20
TRUE,"1993-03-20",713,287,13,3,13.604488 real, 7.43338 real, 6.0308557 real, 9.3969145 real, 0.2805049 real, 25.525948 real, 2.5245442 real, 11.781206 real, 6.5918655 real, 1.2622721 real, 13.884993 real, 0.0 real, 1.6830294 real, 1-10
TRUE,"1994-09-03",807,199,13,4,11.400248 real, 1.9826518 real, 3.4696407 real, 11.895911 real, 0.0 real, 31.598513 real, 0.74349445 real, 11.771995 real, 3.3457248 real, 0.0 real, 22.304832 real, 0.0 real, 1.4869889 real, 31-40
TRUE,"1994-09-17",807,199,13,4,11.400248 real, 1.9826518 real, 3.4696407 real, 11.895911 real, 0.0 real, 31.598513 real, 0.74349445 real, 11.771995 real, 3.3457248 real, 0.0 real, 22.304832 real, 0.0 real, 1.4869889 real, 41-50
TRUE,"2005-03-19",571,161,10,3,25.569178 real, 2.6269703 real, 2.6269703 real, 18.563923 real, 0.0 real, 19.614712 real, 2.101576 real, 7.3555164 real, 7.7057796 real, 2.8021016 real, 8.056042 real, 0.0 real, 2.977233 real, 21-30
TRUE,"1991-11-09",866,284,13,3,17.205544 real, 3.2332563 real, 4.7344112 real, 18.12933 real, 0.46189377 real, 18.706697 real, 2.1939955 real, 12.817552 real, 7.9676676 real, 0.0 real, 12.817552 real, 0.11547344 real, 1.6166282 real, 1-10
FALSE,"2010-05-15",507,105,14,3,14.398422 real, 1.183432 real, 3.1558185 real, 18.934912 real, 0.7889546 real, 15.779093 real, 2.7613413 real, 8.87574 real, 3.9447732 real, 21.104536 real, 8.678501 real, 0.0 real, 0.3944773 real, 1-10
FALSE,"1985-12-14",287,105,11,4,16.027874 real, 3.8327527 real, 4.878049 real, 16.72474 real, 0.0 real, 25.783972 real, 1.7421603 real, 16.72474 real, 7.3170733 real, 0.34843206 real, 5.923345 real, 0.0 real, 0.6968641 real, 21-30
FALSE,"1994-05-28",576,238,11,3,18.57639 real, 8.333333 real, 5.5555553 real, 12.847222 real, 0.0 real, 17.708334 real, 0.6944444 real, 8.854167 real, 12.326389 real, 0.5208333 real, 13.368055 real, 0.0 real, 1.2152778 real, 31-40
FALSE,"1984-06-30",147,93,9,4,20.408163 real, 3.4013605 real, 5.442177 real, 9.523809 real, 0.0 real, 31.292517 real, 3.4013605 real, 6.122449 real, 2.7210884 real, 0.0 real, 14.285714 real, 0.0 real, 3.4013605 real, 31-40
FALSE,"2009-09-19",506,129,12,4,13.241107 real, 1.7786561 real, 8.893281 real, 14.426877 real, 0.0 real, 23.517786 real, 0.0 real, 10.869565 real, 7.5098815 real, 2.964427 real, 13.438735 real, 0.0 real, 3.3596838 real, 1-10
FALSE,"1985-05-04",225,92,12,3,23.11111 real, 4.4444447 real, 2.2222223 real, 28.444445 real, 0.0 real, 16.0 real, 3.5555556 real, 4.0 real, 3.1111112 real, 0.0 real, 13.777778 real, 0.0 real, 1.3333334 real, 1-10
FALSE,"2005-04-02",311,86,13,3,5.1446943 real, 0.3215434 real, 3.5369775 real, 4.823151 real, 0.0 real, 50.16077 real, 0.0 real, 14.469454 real, 1.9292605 real, 0.3215434 real, 11.5755625 real, 7.717042 real, 0.0 real, 1-10
FALSE,"2004-06-26",270,110,10,4,18.88889 real, 4.0740743 real, 2.9629629 real, 17.037037 real, 1.1111112 real, 16.296297 real, 0.37037036 real, 10.37037 real, 12.962963 real, 0.37037036 real, 14.444445 real, 0.0 real, 1.1111112 real, 31-40
TRUE,"2014-02-15",303,189,11,3,13.531353 real, 1.650165 real, 3.960396 real, 10.891089 real, 0.660066 real, 35.643566 real, 0.0 real, 12.211221 real, 3.960396 real, 0.0 real, 8.250825 real, 8.910892 real, 0.330033 real, 41-50
FALSE,"1988-09-24",531,119,10,3,16.007532 real, 0.75329566 real, 6.779661 real, 17.514124 real, 0.18832392 real, 19.20904 real, 2.448211 real, 10.169492 real, 9.227872 real, 0.0 real, 16.949152 real, 0.0 real, 0.75329566 real, 41-50
FALSE,"1980-04-12",420,107,11,3,14.285714 real, 2.857143 real, 5.952381 real, 8.809524 real, 3.0952382 real, 21.904762 real, 3.8095238 real, 13.809524 real, 9.761905 real, 0.0 real, 15.238095 real, 0.0 real, 0.47619048 real, 1-10
TRUE,"2005-05-21",459,194,15,4,18.736383 real, 0.8714597 real, 6.971678 real, 13.289761 real, 0.6535948 real, 28.104576 real, 1.3071896 real, 7.6252723 real, 4.7930284 real, 2.6143792 real, 13.289761 real, 0.0 real, 1.7429194 real, 1-10
