Song,Actual,TF-IDF,TF-IDF Error,Custom,Custom Err
The One And Only,1991,1998,7,1991,0
The Promise Of A New Day,1991,1998,7,1980,11
The Real Love,1991,1998,7,1991,0
The Riddle,2006,1999,7,1981,25
The Secret Garden,1990,1997,7,1990,0
The Way That I Love You,2008,2001,7,2013,5
Things That Make You Go Hmmmm...,1991,1998,7,1991,0
This House,1991,1998,7,1991,0
This Is The Right Time,1990,1997,7,1980,10
This One's For The Children,1990,1997,7,1980,10
TiK ToK,2010,2003,7,2009,1
Ticks,2007,2000,7,2007,0
Time After Time,1990,1997,7,1980,10
Time For Letting Go,1990,1997,7,2001,11
Time Love And Tenderness,1991,1998,7,1991,0
Together Forever,1991,1998,7,1980,11
Too Late To Say Goodbye,1990,1997,7,1990,0
Too Much Of A Good Thing,2004,1997,7,1980,24
Top Of The World,1991,1998,7,1990,1
Touch My Body,2008,2001,7,2011,3
Trapped In The Closet,2005,1998,7,2003,2
Unbelievable,1991,1998,7,1998,7
Unchained Melody,1990,1997,7,1980,10
Unchained Melody (new version),1990,1997,7,1980,10
Unfaithful,2006,1999,7,2006,0
Waiting For That Day,1991,1998,7,2004,13
Wake Me Up When September Ends,2005,1998,7,2003,2
Wake Up,2005,1998,7,2005,0
Walk Away,2006,1999,7,1980,26
Walk Through Fire,1991,1998,7,1980,11
Wasted,2007,2000,7,2007,0
We Belong Together,2006,1999,7,1981,25
We Belong Together,2005,1998,7,2005,0
What Comes Naturally,1991,1998,7,1980,11
Whatever You Want,1991,1998,7,1991,0
When A Man Loves A Woman,1991,1998,7,1996,5
When I'm Back On My Feet Again,1990,1997,7,1990,0
When I'm Gone,2005,1998,7,2005,0
When You Tell Me That You Love Me,2005,1998,7,1980,25
When You're Mad,2006,1999,7,1993,13
Where Does My Heart Beat Now,1991,1998,7,1991,0
Wherever Would I Be,1990,1997,7,1980,10
Why You Wanna,2006,1999,7,2002,4
Wild Women Do,1990,1997,7,1980,10
Wipe Me Down,2007,2000,7,2007,0
With You,1991,1998,7,1982,9
Woman In Chains,1990,1997,7,1982,8
Would I Lie To You?,1992,1999,7,2003,11
Would I Lie To You?,1992,1999,7,2003,11
Written All Over Your Face,1991,1998,7,1980,11
You Can't Deny It,1990,1997,7,1990,0
You Could Be Mine,1991,1998,7,1991,0
You Don't Have To Go Home Tonight,1991,1998,7,1980,11
You Gotta Love Someone,1991,1998,7,1980,11
You Remind Me,1992,1999,7,1980,12
You'll Think Of Me,2004,1997,7,2012,8
You're Amazing,1991,1998,7,1980,11
Your Song,1992,1999,7,2014,22
(Can't Live Without Your) Love And Affection,1990,1998,8,2005,15
(When You Gonna) Give It Up To Me,2006,1998,8,2004,2
3 A.M. Eternal,1991,1999,8,1999,8
A Face In The Crowd,1990,1998,8,1980,10
A Girl Like You,1990,1998,8,1998,8
A Little Love,1990,1998,8,1983,7
A Public Affair,2006,1998,8,2008,2
About Us,2006,1998,8,2009,3
Across The River,1990,1998,8,1984,6
Across The Universe,2005,1997,8,2009,4
Ain't No Other Man,2006,1998,8,1980,26
All Around The World,1990,1998,8,1989,1
All I Do Is Think Of You,1990,1998,8,1980,10
All I Wanna Do Is Make Love To You,1990,1998,8,1980,10
All I'm Missing Is You,1990,1998,8,2010,20
All My Life,1990,1998,8,1986,4
All Or Nothing,1990,1998,8,1980,10
All That Glitters Isn't Gold,1990,1998,8,1980,10
Almost Hear You Sigh,1990,1998,8,1980,10
Alright,1990,1998,8,1980,10
Always And Forever,1990,1998,8,1980,10
Always On Your Side,2006,1998,8,2003,3
And So It Goes,1990,1998,8,1981,9
Another Day In Paradise,1990,1998,8,1980,10
Anything I Want,1990,1998,8,2003,13
B.B.D. (I Thought It Was Me)?,1990,1998,8,1991,1
Baby It's Tonight,1990,1998,8,1985,5
Bad Day,2006,1998,8,1980,26
Bad Of The Heart,1990,1998,8,2007,17
Bang Bang,1990,1998,8,2012,22
Banned In The U.S.A.,1990,1998,8,1994,4
Be Without You,2006,1998,8,2006,0
Because I Love You (The Postman Song),1990,1998,8,1980,10
Best Friend,2006,1998,8,2009,3
Black Cat,1990,1998,8,1980,10
Black Horse & The Cherry Tree,2006,1998,8,2012,6
Black Velvet,1990,1998,8,1990,0
Blaze Of Glory,1990,1998,8,1999,9
Blue Sky Mine,1990,1998,8,1990,0
Boondocks,2006,1998,8,2000,6
Boulevard Of Broken Dreams,2005,1997,8,2004,1
Boyfriend,2005,1997,8,1997,8
Brand New Girlfriend,2006,1998,8,2006,0
Breaking Free,2006,1998,8,2010,4
Breathe (2 AM),2006,1998,8,2012,6
Buttons,2006,1998,8,2006,0
Call Me When You're Sober,2006,1998,8,2012,6
Call On Me,2006,1998,8,1980,26
Can't Get Enuff,1990,1998,8,2000,10
Can't Stop,1990,1998,8,1980,10
Can't Stop Falling Into Love,1990,1998,8,1980,10
Can't Tell Me Nothing,2007,1999,8,2002,5
Chariot,2005,1997,8,2014,9
Chasing Cars,2006,1998,8,1980,26
Check On It,2006,1998,8,2005,1
Check Yo Self,1993,2001,8,1993,0
Check Yo Self,1993,2001,8,1993,0
Chemicals React,2006,1998,8,2009,3
Cherry Pie,1990,1998,8,1990,0
Chicken Fried,2008,2000,8,1980,28
Children Of The Night,1990,1998,8,1980,10
Club At The End Of The Street,1990,1998,8,1990,0
Clumsy,2007,1999,8,2007,0
Collide,2005,1997,8,1980,25
Come To Me,2006,1998,8,2006,0
Control Myself,2006,1998,8,2006,0
Corona And Lime,2008,2000,8,2008,0
Could This Be Love,1990,1998,8,1980,10
Crash,2006,1998,8,2006,0
Crazy,2006,1998,8,2001,5
Crazy,1990,1998,8,1990,0
Cruising For Bruising,1990,1998,8,1980,10
Cuts Both Ways,1990,1998,8,1980,10
DJ Play A Love Song,2006,1998,8,2002,4
Dance Dance,2006,1998,8,2005,1
Dangerous,2008,2000,8,2008,0
Dani California,2006,1998,8,2006,0
Dare To Fall In Love,1990,1998,8,2005,15
Deadbeat Club,1990,1998,8,1990,0
Deja Vu,2006,1998,8,2006,0
Dirty Cash (Money Talks),1990,1998,8,1990,0
Dirty Deeds,1990,1998,8,1980,10
Dirty Little Secret,2006,1998,8,1980,26
Do I Make You Proud,2006,1998,8,1980,26
Do It Well,2007,1999,8,1984,23
Do Me!,1990,1998,8,1990,0
Do You Remember?,1990,1998,8,1980,10
Doing Too Much,2006,1998,8,2006,0
Don't Forget To Remember Me,2006,1998,8,2006,0
Don't Go Away Mad (Just Go Away),1990,1998,8,1980,10
Don't Wanna Fall In Love,1990,1998,8,1980,10
Doubleback,1990,1998,8,1980,10
Enjoy The Silence,1990,1998,8,1990,0
Enough Cryin,2006,1998,8,1992,14
Epic,1990,1998,8,1990,0
Escapade,1990,1998,8,1999,9
Ever The Same,2006,1998,8,1980,26
Everybody Everybody,1990,1998,8,2014,24
Everything,1990,1998,8,1980,10
Everything,2007,1999,8,1980,27
Everytime We Touch,2006,1998,8,1980,26
Expression,1990,1998,8,1990,0
Fairweather Friend,1990,1998,8,1980,10
Falsetto,2008,2000,8,2008,0
Far Away,2006,1998,8,2006,0
Feels Good,1990,1998,8,2010,20
Flashing Lights,2008,2000,8,2007,1
Fly High Michelle,1990,1998,8,1990,0
Fly To The Angels,1990,1998,8,1980,10
For You I Will (Confidence),2006,1998,8,2006,0
Forever,1990,1998,8,1980,10
Free Fallin',1990,1998,8,1989,1
Freedom,1990,1998,8,1990,0
From A Distance,1990,1998,8,2004,14
Funhouse,2009,2001,8,2008,1
Gallery,2006,1998,8,2006,0
Georgia On My Mind,1990,1998,8,1980,10
Get Drunk And Be Somebody,2006,1998,8,2012,6
Get Up,2006,1998,8,2006,0
Get'cha Head In The Game,2006,1998,8,1980,26
Gettin' Some,2006,1998,8,2006,0
Getting Away With It,1990,1998,8,1996,6
Girl Next Door,2006,1998,8,1982,24
Girls Nite Out,1990,1998,8,1980,10
Girls Nite out,1990,1998,8,1980,10
Giving You The Benefit,1990,1998,8,2005,15
Glamorous,2007,1999,8,2007,0
Goodbye For Now,2006,1998,8,1980,26
Groove Is In The Heart,1990,1998,8,1990,0
Hands,1999,1991,8,1980,19
Hanky Panky,1990,1998,8,1990,0
Happy Xmas (War Is Over),2006,1998,8,1980,26
Hate Me,2006,1998,8,2006,0
Hate That I Love You,2007,1999,8,1980,27
Have You Seen Her,1990,1998,8,1990,0
Heart Like A Wheel,1990,1998,8,1985,5
Heart Of Stone,1990,1998,8,1990,0
Heartbeat,1990,1998,8,1990,0
Here It Goes Again,2006,1998,8,2006,0
Hippychick,1990,1998,8,1990,0
Hold On,1990,1998,8,1980,10
Hold On,1990,1998,8,1980,10
Hole Hearted,1991,1999,8,1991,0
House Of Pain,1990,1998,8,1990,0
How Am I Supposed To Live Without You,1990,1998,8,1980,10
How Much Love,1990,1998,8,1980,10
How To Save A Life,2006,1998,8,2006,0
Hurting Kind (I've Got My Eyes On You),1990,1998,8,1980,10
I Believe,2004,1996,8,2002,2
I Didn't Want To Need You,1990,1998,8,1980,10
I Don't Have The Heart,1990,1998,8,1991,1
I Go To Extremes,1990,1998,8,1985,5
I Love My B****,2006,1998,8,2009,3
I Loved Her First,2006,1998,8,2012,6
I Luv It,2006,1998,8,2006,0
I Remember You,1990,1998,8,1980,10
I Saw Red,1991,1999,8,1980,11
I Wanna Be Rich,1990,1998,8,1980,10
I Wanna Get With U,1990,1998,8,2005,15
I Want You,1990,1998,8,1989,1
I'd Rather Go Blind,1990,1998,8,1980,10
I'll Be Good To You,1990,1998,8,1989,1
I'll Be Your Everything,1990,1998,8,1980,10
I'll See You In My Dreams,1990,1998,8,1980,10
I'm Not In Love,1991,1999,8,1980,11
I'm Your Baby Tonight,1990,1998,8,1980,10
If U Were Mine,1990,1998,8,1990,0
If Wishes Came True,1990,1998,8,1997,7
If You Leave Me Now,1990,1998,8,1990,0
If You're Going Through Hell (Before the Devil Ev,2006,1998,8,2006,0
If You're Going Through Hell (Before the Devil Eve,2006,1998,8,2006,0
If You're Reading This,2007,1999,8,1980,27
In The Ayer,2008,2000,8,2008,0
Incomplete,2005,1997,8,1980,25
Independent,2008,2000,8,2008,0
Invisible,2006,1998,8,1980,26
It Ends Tonight,2007,1999,8,2006,1
It Must Have Been Love,1990,1998,8,1980,10
Jesus Take The Wheel,2006,1998,8,1980,26
Jump,1992,2000,8,1992,0
Just A Friend,1990,1998,8,1990,0
Just Between You And Me,1990,1998,8,1989,1
Just Kickin' It,1993,2001,8,1995,2
Just Like Jesse James,1990,1998,8,2006,16
Keep Holding On,2006,1998,8,1980,26
Keep It Together,1990,1998,8,1980,10
King Of Wishful Thinking,1990,1998,8,2009,19
Kiss You Back,1992,2000,8,1992,0
Kissing You,1991,1999,8,1980,11
Last Day Of My Life,2006,1998,8,1981,25
Learning To Fly,1991,1999,8,1980,11
Leave The Pieces,2006,1998,8,1980,26
Let U Go,2006,1998,8,2006,0
Letting Go (Dutty Love),2010,2002,8,2012,2
Life Is A Highway,2006,1998,8,2006,0
Like This,2007,1999,8,2007,0
Lips Of An Angel,2006,1998,8,1980,26
Live Your Life,2008,2000,8,2008,0
Lolli Lolli (Pop That Body),2008,2000,8,2008,0
Love,2006,1998,8,1980,26
Love And Emotion,1990,1998,8,1980,10
Love At First Sight,1991,1999,8,1980,11
Love Me For Life,1990,1998,8,1981,9
Love Song,1990,1998,8,1989,1
Love Takes Time,1990,1998,8,1980,10
Lyin' To Myself,1990,1998,8,1990,0
Make It Like It Was,1990,1998,8,1995,5
Make You Sweat,1990,1998,8,1980,10
Masterpiece,1992,2000,8,1980,12
Me & U,2006,1998,8,1980,26
Miss Independent,2008,2000,8,1980,28
Miss Murder,2006,1998,8,2006,0
Missunderstanding,1990,1998,8,1990,0
Money In The Bank,2006,1998,8,2006,0
Money Maker,2006,1998,8,2006,0
Mother's Pride,1991,1999,8,2002,11
Motownphilly,1991,1999,8,1991,0
Move Along,2006,1998,8,1980,26
Move This,1992,2000,8,1992,0
Mrs. Officer,2008,2000,8,1993,15
Mud On The Tires,2005,1997,8,2012,7
My Kinda Girl,1990,1998,8,1980,10
My Last,2011,2003,8,2011,0
My Little Girl,2006,1998,8,1980,26
My Love,2006,1998,8,1980,26
My Love Is A Fire,1990,1998,8,1980,10
My Wish,2006,1998,8,1980,26
My My My,1990,1998,8,1990,0
New York Minute,1990,1998,8,1980,10
Nicety,1990,1998,8,1990,0
Nothing Compares 2 U,1990,1998,8,1990,0
Notice Me,1990,1998,8,1980,10
O.P.P.,1991,1999,8,1991,0
Oh Father,1990,1998,8,1980,10
Oh Girl,1990,1998,8,1980,10
On The Hotline,2007,1999,8,1985,22
Ooh La La (I Can't Get Over You),1990,1998,8,2004,14
Ooops Up,1990,1998,8,1991,1
Over My Head (Cable Car),2006,1998,8,2006,0
Party In The U.S.A.,2009,2001,8,2009,0
Peace In Our Time,1990,1998,8,1989,1
Personal Jesus,1990,1998,8,1990,0
Pieces Of Me,2004,1996,8,1980,24
Play That Funky Music,1991,1999,8,1990,1
Playground,1991,1999,8,1991,0
Pop Bottles,2008,2000,8,2007,1
Pray,1990,1998,8,1980,10
Praying For Time,1990,1998,8,1981,9
Price Of Love,1990,1998,8,1980,10
Principal's Office,1990,1998,8,1989,1
Promiscuous,2006,1998,8,2005,1
Ready Or Not,1990,1998,8,1991,1
Real Love,1990,1998,8,1980,10
Release Me,1990,1998,8,1990,0
Rhythm Nation,1990,1998,8,1989,1
Right Where You Want Me,2006,1998,8,1992,14
Roam,1990,1998,8,1990,0
Rodeo,2006,1998,8,2004,2
Romeo,1990,1998,8,1993,3
Round And Round,1991,1999,8,1991,0
Rush,1991,1999,8,1990,1
S.E.X.,2006,1998,8,2006,0
Sacrifice,1990,1998,8,1990,0
Save Me,1990,1998,8,1980,10
Say A Prayer,1990,1998,8,1980,10
Sensual Seduction,2008,2000,8,1986,22
Sexy Love,2006,1998,8,2010,4
SexyBack,2006,1998,8,1980,26
She Ain't Worth It,1990,1998,8,1990,0
She Got It,2008,2000,8,2008,0
Shiftwork,2008,2000,8,2003,5
Shortie Like Mine,2006,1998,8,2006,0
Show Me What You Got,2006,1998,8,2006,0
Sittin' In The Lap Of Luxury,1990,1998,8,1990,0
Skin (Sarabeth),2005,1997,8,2005,0
Slow Motion,1992,2000,8,1996,4
So Close,1990,1998,8,2005,15
So Fly,2008,2000,8,2009,1
So What,2006,1998,8,2004,2
Solo,2010,2002,8,2010,0
Something Happened On The Way To Heaven,1990,1998,8,1980,10
Something More,2005,1997,8,1997,8
Somewhere Only We Know,2005,1997,8,2005,0
Somewhere Over The Rainbow,2006,1998,8,2006,0
Spend My Life,1991,1999,8,1980,11
Stand,2007,1999,8,1981,26
Stars Are Blind,2006,1998,8,2006,0
Steamy Windows,1990,1998,8,1991,1
Step By Step,1990,1998,8,1980,10
Stranded,1990,1998,8,1980,10
Stupid Boy,2007,1999,8,1980,27
Suicide Blonde,1990,1998,8,1990,0
Summer Nights,2009,2001,8,2009,0
Summertime,1991,1999,8,1991,0
Take Me There,2007,1999,8,1980,27
Talk To Me,1990,1998,8,1980,10
Tell Me Something,1990,1998,8,1980,10
Tell Me Why,1990,1998,8,1980,10
That's That,2006,1998,8,2006,0
That's What Love Is For,1991,1999,8,1991,0
That's What Love is For,1991,1999,8,1991,0
The Ballad Of Jayne,1990,1998,8,1980,10
The Ghetto,1991,1999,8,1990,1
The Girl I Used To Know,1990,1998,8,1980,10
The Heart Of The Matter,1990,1998,8,1990,0
The Power,1990,1998,8,1990,0
The Sweet Escape,2007,1999,8,1984,23
The Way I Am,2007,1999,8,2006,1
The Way You Do The Things You Do,1990,1998,8,1980,10
The World I Know,2008,2000,8,1996,12
These Are My People,2007,1999,8,2007,0
Think,1990,1998,8,1980,10
This Old Heart Of Mine,1990,1998,8,1990,0
Thnks Fr Th Mmrs,2007,1999,8,2007,0
Through Glass,2007,1999,8,2006,1
Tonight I Wanna Cry,2006,1998,8,1984,22
Too Little Too Late,2006,1998,8,1980,26
Torn,2006,1998,8,1980,26
True Blue Love,1990,1998,8,1990,0
Two To Make It Right,1990,1998,8,1980,10
Unappreciated,2006,1998,8,2006,0
Unpredictable,2006,1998,8,2005,1
Unskinny Bop,1990,1998,8,1990,0
Until The End Of Time,2007,1999,8,1980,27
Untitled (How Can This Happen To Me?),2005,1997,8,1980,25
Unwritten,2006,1998,8,2006,0
Vision Of Love,1990,1998,8,1997,7
Vogue,1990,1998,8,1990,0
Waitin' On A Woman,2008,2000,8,2001,7
Want To,2006,1998,8,1980,26
Was It Nothing At All,1990,1998,8,1980,10
We Can't Go Wrong,1990,1998,8,1980,10
What Kind Of Man Would I Be?,1990,1998,8,1980,10
What's Left Of Me,2006,1998,8,1980,26
When I Dream Of You,1990,1998,8,1980,10
When I Get Where I'm Going,2006,1998,8,1980,26
When You Were Young,2006,1998,8,1980,26
Who Says You Can't Go Home,2006,1998,8,1983,23
Wicked Game,1991,1999,8,1980,11
Wildside,1991,1999,8,1991,0
Without You,1990,1998,8,1990,0
World Wide Suicide,2006,1998,8,2013,7
Would You Go With Me,2006,1998,8,2006,0
Yo (Excuse Me Miss),2006,1998,8,2006,0
You Know What It Is,2007,1999,8,2007,0
You Save Me,2006,1998,8,1996,10
You Showed Me,1992,2000,8,1980,12
You're A God,2000,1992,8,1980,20
You're Gonna Miss This,2008,2000,8,2008,0
You're In Love,1991,1999,8,1980,11
You're My Better Half,2005,1997,8,2005,0
You're The Only Woman,1990,1998,8,1990,0
Your Baby Never Looked Good In Blue,1990,1998,8,1980,10
Your Love Is My Drug,2010,2002,8,2002,8
#thatPOWER,2013,2004,9,1980,33
(You Want To) Make A Memory,2007,1998,9,1980,27
1234,2007,1998,9,1991,16
2 Step,2007,1998,9,2014,7
Anonymous,2007,1998,9,1990,17
Anyway,2007,1998,9,1980,27
Apologize,2007,1998,9,1980,27
Ayo Technology,2007,1998,9,1982,25
Baby By Me,2009,2000,9,2001,8
Baby Don't Go,2007,1998,9,1998,9
Bang Bang Pow Pow,2011,2002,9,2008,3
Bartender,2007,1998,9,2008,1
Beautiful Liar,2007,1998,9,2004,3
Because Of You,2007,1998,9,1980,27
Because Of You,2007,1998,9,1980,27
Bed,2007,1998,9,2001,6
Before He Cheats,2007,1998,9,2010,3
Bet On It,2007,1998,9,1980,27
Better Than Me,2007,1998,9,1980,27
Big Girls Don't Cry,2007,1998,9,1980,27
Big Things Poppin' (Do It),2007,1998,9,2005,2
Boston,2007,1998,9,1991,16
Bubbly,2007,1998,9,2007,0
Bubbly,2007,1998,9,2007,0
Buddy,2007,1998,9,2007,0
Can't Help But Wait,2007,1998,9,2004,3
Can't Leave 'Em Alone,2007,1998,9,2005,2
Candyman,2007,1998,9,2007,0
Cashin Out,2012,2003,9,2012,0
Cashin' Out,2012,2003,9,2012,0
Clothes Off!!,2007,1998,9,2006,1
Cool,2005,1996,9,2005,0
Cupid's Chokehold,2007,1998,9,2007,0
Desert Rose,2000,1991,9,1980,20
Do You,2007,1998,9,1999,8
Do You Know? (The Ping Pong Song)/Dimelo,2007,1998,9,2010,3
Don't Blink,2007,1998,9,1990,17
Dreamer,2008,1999,9,1980,28
Duffle Bag Boy,2007,1998,9,2007,0
Every Mile A Memory,2006,1997,9,1980,26
First Time,2007,1998,9,1980,27
Free And Easy (Down The Road I Go),2007,1998,9,2007,0
Gangsta Luv,2010,2001,9,2009,1
Get It Shawty,2007,1998,9,2007,0
Get Up! (Before the Night Is Over),1990,1999,9,1980,10
Gimme More,2007,1998,9,2007,0
Gimme That,2006,1997,9,2006,0
Girlfriend,2007,1998,9,2003,4
Girlfriend,2007,1998,9,2007,0
Go Getta,2007,1998,9,2007,0
Good Directions,2007,1998,9,2007,0
Good Life,2007,1998,9,2007,0
Gotta Go My Own Way,2007,1998,9,2006,1
Green Light,2008,1999,9,2008,0
Hard,2010,2001,9,2009,1
Have A Heart,1990,1999,9,1980,10
Hey There Delilah,2007,1998,9,1987,20
Hip Hop Is Dead,2007,1998,9,2002,5
Home,2007,1998,9,1980,27
Hot N Cold,2008,1999,9,2008,0
How Bad Do You Want It?,1990,1999,9,1990,0
How Can We Be Lovers,1990,1999,9,1990,0
How Do I Breathe,2007,1998,9,2008,1
How Far We've Come,2007,1998,9,2007,0
How Low,2010,2001,9,2009,1
Human,2008,1999,9,2001,7
Hurt,2006,1997,9,1980,26
Hypnotized,2007,1998,9,2007,0
I Love College,2009,2000,9,2009,0
I Need You,2007,1998,9,1989,18
I Tried,2007,1998,9,2007,0
I Wish It Would Rain Down,1990,1999,9,1980,10
I'm A Flirt,2007,1998,9,2007,0
Ice Box,2007,1998,9,1994,13
If Everyone Cared,2007,1998,9,1980,27
Inside Your Heaven,2005,1996,9,1983,22
Inside Your Heaven,2005,1996,9,1983,22
It's Not Over,2007,1998,9,1980,27
Jerk Out,1990,1999,9,1990,0
Joey,1990,1999,9,1990,0
Just A Dream,2008,1999,9,2014,6
Just Another Dream,1991,2000,9,1980,11
Keeps Gettin' Better,2008,1999,9,2009,1
Kiss This Thing Goodbye,1990,1999,9,1990,0
Knockout,2010,2001,9,2011,1
Last Dollar (Fly Away),2007,1998,9,2007,0
Last Night,2007,1998,9,1980,27
Learn To Fly,2000,1991,9,1980,20
Let It Rock,2008,1999,9,2008,0
Letter To Me,2008,1999,9,2008,0
Lies,1990,1999,9,1990,0
Life's What You Make It,2007,1998,9,1980,27
Like This,2007,1998,9,2007,0
Love In This Club,2008,1999,9,2004,4
Love In This Club Part II,2008,1999,9,2004,4
Love Me If You Can,2007,1998,9,1985,22
LoveGame,2009,2000,9,2009,0
LoveStoned,2007,1998,9,2007,0
Made In America,2011,2002,9,2011,0
Make It Rain,2007,1998,9,2006,1
Makes Me Wonder,2007,1998,9,1980,27
Misery Business,2008,1999,9,2009,1
More Than Words Can Say,1990,1999,9,1980,10
Never Again,2007,1998,9,1980,27
Ni**as In Paris,2012,2003,9,2011,1
Nobody's Perfect,2007,1998,9,1997,10
Not Ready To Make Nice,2007,1998,9,1980,27
Nothing Left To Lose,2007,1998,9,1999,8
Once In A Lifetime,2006,1997,9,1980,26
Outta My System,2007,1998,9,2007,0
Pain,2007,1998,9,1980,27
Picture To Burn,2008,1999,9,1988,20
Piece Of My Heart,1991,2000,9,1980,11
Please Don't Go,2007,1998,9,1980,27
Poison,1990,1999,9,1990,0
Poppin',2007,1998,9,2008,1
Potential Breakup Song,2007,1998,9,2002,5
Pure,1990,1999,9,1990,0
Push It To The Limit,2007,1998,9,2011,4
Rehab,2007,1998,9,2014,7
Right Here (Departed),2008,1999,9,2004,4
Roll With Me,2008,1999,9,1980,28
Runaway Love,2007,1998,9,2006,1
Savin' Me,2006,1997,9,2004,2
Say Goodbye,2006,1997,9,1980,26
Say Hey (I Love You),2009,2000,9,2009,0
Say Hey (I Love You),2009,2000,9,2009,0
Say Hey (I Love You),2009,2000,9,2009,0
Say It Right,2007,1998,9,1980,27
Shadow Of The Day,2008,1999,9,1980,28
Shawty,2007,1998,9,2007,0
Shoulda Let You Go,2007,1998,9,2007,0
So Sick,2006,1997,9,2014,8
Something To Believe In,1990,1999,9,1984,6
Sorry Blame It On Me,2007,1998,9,1980,27
Soulja Girl,2007,1998,9,2007,0
Stay,2007,1998,9,1980,27
Stolen,2007,1998,9,1987,20
Strip,2012,2003,9,2010,2
Strip,2012,2003,9,2010,2
Stupid Girls,2006,1997,9,1997,9
Successful,2009,2000,9,2009,0
Suddenly I See,2007,1998,9,1980,27
Sweetest Girl (Dollar Bill),2008,1999,9,2007,1
Talk That Talk,2011,2002,9,1995,16
Tattoo,2007,1998,9,1980,27
Teardrops On My Guitar,2008,1999,9,1980,28
The Blues,1990,1999,9,1980,10
The Business,2008,1999,9,2008,0
The Day That Never Comes,2008,1999,9,2002,6
The Deeper The Love,1990,1999,9,1980,10
The Great Escape,2007,1998,9,2007,0
The Great Escape,2007,1998,9,2007,0
The Motown Song,1991,2000,9,1980,11
The Pretender,2007,1998,9,2007,0
The River,2007,1998,9,1992,15
Thieves In The Temple,1990,1999,9,1980,10
This Is Me,2008,1999,9,1980,28
This Is My Now,2007,1998,9,1980,27
Tim McGraw,2007,1998,9,2006,1
Tom's Diner,1990,1999,9,1990,0
Tonight,1990,1999,9,1990,0
Tonight (I'm Lovin' You),2011,2002,9,2012,1
Trading Places,2008,1999,9,2006,2
Turn Down For What,2014,2005,9,1980,34
U + Ur Hand,2007,1998,9,2007,0
U Can't Touch This,1990,1999,9,1990,0
Umbrella,2007,1998,9,2007,0
Up All Night,1990,1999,9,1980,10
Wadsyaname,2007,1998,9,1998,9
Wait A Minute,2007,1998,9,1992,15
Wait For You,2007,1998,9,1980,27
Waiting On The World To Change,2007,1998,9,1996,11
Wake Up Call,2007,1998,9,2010,3
Waking Up In Vegas,2009,2000,9,1980,29
Wanted Dead Or Alive,2006,1997,9,1980,26
Watching You,2007,1998,9,2006,1
We Rock,2008,1999,9,1980,28
Welcome To The Black Parade,2007,1998,9,1998,9
Welcome To The Real World,1990,1999,9,1982,8
What Goes Around...Comes Around,2007,1998,9,1980,27
What Hurts The Most,2006,1997,9,1981,25
What Time Is It,2007,1998,9,1988,19
What You Got,2008,1999,9,2007,1
When I Grow Up,2008,1999,9,2014,6
When I See U,2007,1998,9,1996,11
When You're Gone,2007,1998,9,1980,27
Who Are You When I'm Not Looking,2011,2002,9,2013,2
Who Knew,2007,1998,9,1980,27
Work Hard Play Hard,2012,2003,9,2010,2
You,2007,1998,9,2008,1
You're Not Sorry,2008,1999,9,1980,28
Your Man,2006,1997,9,1980,26
teachme,2007,1998,9,2007,0
4 Minutes,2008,1998,10,1980,28
7 Things,2008,1998,10,1985,23
7 Things,2008,1998,10,1985,23
A Little Bit Longer,2008,1998,10,1980,28
A Milli,2008,1998,10,2008,0
