SONG,YEAR,VERBS,CONJUNCTION,ADJECTIVE,PRONOUN,NUMBER,NOUN,TO,PREPOSITION,ADVERB,INTERJECTION,OTHER,FOREIGN,INTERROGATIVE,SIMPLE NARC,COMPLEX NARC,,,
Summertime Sadness,2013,41,0,21,41,1,106,4,24,22,11,30,0,0,12,7.317073171,,,
Sun City,1985,80,8,9,49,5,247,4,42,38,6,40,0,6,-6,-9.918367347,,,
Sun Daze,2015,59,15,16,40,1,74,0,35,12,0,39,0,3,19,12.825,,,
Sunday Morning,2005,55,12,10,40,0,49,12,23,22,0,29,0,1,6,2.25,,,
Sunglasses At Night,1984,44,5,1,61,0,66,4,41,8,10,26,0,0,17,6.409836066,,,
Sunny And 75,2013,30,13,12,40,7,43,2,19,25,0,23,0,1,8,3.4,,,
Sunny Came Home,1997,37,12,8,23,0,57,1,26,6,0,23,0,1,6,1.826086957,,,
Sunset Grill,1985,35,7,6,11,0,74,5,44,17,0,45,0,2,-2,-2.909090909,,,
Sunshine,1989,36,24,28,62,3,81,1,33,27,0,39,0,2,27,11.75806452,,,
Sunshine,2004,107,20,12,143,2,144,13,30,22,0,82,0,7,16,6.825174825,,,
Super Bass,2011,74,11,30,76,1,131,2,56,27,0,55,0,7,6,1.342105263,,,
Super Bass,2011,84,11,25,68,2,237,2,74,28,13,50,4,8,12,3,,,
Super Freak,1981,30,2,22,31,1,70,9,25,23,1,29,0,2,1,0.290322581,,,
Super Trouper,1981,88,12,45,48,6,87,6,30,41,0,34,0,8,11,5.041666667,,,
SuperThug (What What),1998,89,17,33,71,5,164,9,50,44,0,68,0,82,-2,-2.985915493,,,
Superman,2003,208,8,38,215,7,246,15,57,78,4,58,0,16,24,11.83255814,,,
Superman,2011,86,17,23,56,1,54,6,29,51,0,31,0,6,4,1.785714286,,,
Superman (It's Not Easy),2001,30,7,23,19,1,39,10,41,25,0,30,0,0,8,4.210526316,,,
Supermodel (You Better Work),1993,27,4,18,24,4,76,10,12,7,0,27,1,3,0,0,,,
Supersonic,1988,117,18,55,89,1,149,16,42,41,0,57,0,9,4,1.887640449,,,
Superstar,2008,146,41,23,87,5,132,16,56,55,0,86,0,18,7,4.103448276,,,
Superstar,2009,48,12,14,43,0,69,6,31,14,0,33,0,4,15,9.76744186,,,
Superstitious,1988,66,16,13,29,0,78,10,49,31,3,44,0,3,10,5.862068966,,,
Superwoman,1989,91,18,39,86,0,84,18,71,41,0,53,0,5,17,8.302325581,,,
Superwoman Pt II,2001,75,12,34,80,0,85,10,58,34,1,49,10,5,13,6.6625,,,
Sure Be Cool If You Did,2013,46,7,13,28,1,32,4,23,14,0,23,0,4,8,4,,,
Sure Thing,2011,64,16,26,59,2,99,6,29,26,0,68,0,13,4,1.355932203,,,
Surrender To Me,1989,38,4,11,16,1,37,12,13,27,1,17,0,4,4,2.75,,,
Survival,2013,167,26,36,103,5,147,24,93,57,0,114,0,12,18,5.417475728,,,
Survivor,2001,118,12,42,69,2,155,1,97,54,0,74,0,0,7,1.420289855,,,
Sussudio,1985,42,3,14,32,0,45,3,11,28,11,32,0,1,10,3.125,,,
Suzanne,1986,30,2,5,25,0,32,3,13,19,3,19,0,1,5,2.8,,,
Swagga Like Us,2008,101,13,71,128,7,280,8,179,20,1,148,0,11,-43,-57.109375,,,
Swagga Like Us,2008,101,13,71,128,7,280,8,179,20,1,148,0,11,-43,-57.109375,,,
Swear It Again,2000,98,23,16,85,1,44,10,26,45,0,44,0,3,1,0.4,,,
Sweat,2011,98,9,18,94,2,109,5,46,29,5,51,0,11,14,5.957446809,,,
Sweat (A La La La La Long),1993,86,15,31,54,1,90,16,33,50,0,48,42,0,13,7.222222222,,,
Sweater Weather,2013,48,11,21,53,8,76,6,39,38,1,47,0,2,18,9.849056604,,,
Sweater Weather,2013,48,11,21,53,8,76,6,39,38,1,47,0,2,18,9.849056604,,,
Sweet Annie,2013,44,11,8,31,2,62,4,21,17,0,37,0,2,8,3.870967742,,,
Sweet Baby,1981,44,4,28,35,0,36,5,23,44,0,19,0,4,1,0.171428571,,,
Sweet Caroline,2009,19,2,8,7,0,16,3,2,12,0,7,0,1,0,0,,,
Sweet Child O' Mine,1988,45,6,23,27,0,56,4,27,28,0,19,0,18,-10,-12.22222222,,,
Sweet Dreams,1982,57,3,18,73,0,62,20,30,33,0,28,0,5,15,6.164383562,,,
Sweet Dreams,2009,40,9,14,39,0,60,4,26,11,0,25,0,5,10,4.871794872,,,
Sweet Dreams,1996,40,5,19,12,0,100,2,36,9,9,44,0,3,0,0,,,
Sweet Dreams (Are Made of This),1983,72,6,6,42,6,52,14,50,6,0,26,0,6,0,0,,,
Sweet Freedom,1986,31,2,11,18,0,47,3,21,19,0,26,0,7,2,0.888888889,,,
Sweet Lady,1999,89,16,31,94,0,62,6,25,41,2,39,1,12,37,23.61702128,,,
Sweet Love,1986,48,3,22,35,0,43,1,15,25,2,24,0,2,7,3.6,,,
Sweet Nothing,2013,27,9,21,22,0,32,6,15,13,0,16,0,2,9,5.727272727,,,
Sweet Nothing,2013,27,9,21,22,0,32,6,15,13,0,16,0,2,9,5.727272727,,,
Sweet Potatoe Pie,1994,75,25,29,43,2,126,9,46,35,0,64,0,4,11,5.11627907,,,
Sweet Sixteen,1987,48,8,34,42,17,87,4,33,24,6,36,0,1,12,5.428571429,,,
Sweet Southern Comfort,2004,18,5,6,12,0,113,5,31,8,0,22,0,2,4,1.666666667,,,
Sweet Surrender,1998,46,6,17,31,1,30,6,17,11,0,22,0,4,8,2.838709677,,,
Sweet Thing,2009,67,17,45,48,0,77,2,36,23,7,39,0,2,12,7.5,,,
Sweet Thing,1993,86,13,30,96,1,67,6,20,41,0,17,2,3,37,24.66666667,,,
Sweet Time,1982,23,9,13,28,0,19,3,5,7,0,10,0,3,-6,-9.214285714,,,
Sweeter Than Fiction,2013,85,9,24,61,6,60,2,38,33,2,47,0,8,-5,-6.967213115,,,
Sweetest Girl (Dollar Bill),2008,113,14,35,97,3,211,15,90,36,0,91,0,1,25,13.65979381,,,
Sweetheart,1981,23,5,10,17,0,23,2,9,6,2,10,0,6,2,0.941176471,,,
Swept Away,1984,76,6,24,57,0,57,0,29,67,1,26,0,3,3,0.578947368,,,
Swimming Pools (Drank),2012,171,18,44,117,19,202,9,73,64,1,104,0,16,4,1.777777778,,,
Swing,2008,167,13,18,131,0,124,13,45,67,6,80,0,6,37,11.86259542,,,
Swing My Way,1998,138,5,76,141,1,152,28,50,63,0,65,0,3,71,46.32624113,,,
Swing My Way,1998,138,5,76,141,1,152,28,50,63,0,65,0,3,71,46.32624113,,,
Swing The Mood,1990,49,13,17,18,11,125,3,35,14,0,36,0,1,2,0.777777778,,,
Swingin',1983,34,5,9,36,0,55,4,26,18,2,32,0,4,1,0.277777778,,,
Switch,2005,119,32,22,74,3,117,9,52,34,1,71,3,11,2,0.324324324,,,
Switchin' To Glide,1980,35,1,3,10,0,43,18,18,2,1,19,0,0,2,1,,,
Symptoms Of True Love,1988,37,6,12,30,0,53,1,21,13,2,18,0,2,21,15.4,,,
Synchronicity II,1983,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
T-Shirt,2008,59,10,6,37,0,44,8,28,23,1,17,0,3,5,1.621621622,,,
T.H.E. (The Hardest Ever),2011,104,19,21,74,0,109,7,29,39,2,88,0,1,8,3.135135135,,,
T.L.C.,1992,86,2,9,59,1,60,4,22,11,7,45,0,15,8,5.559322034,,,
TKO,2013,73,3,15,65,0,85,7,46,21,0,48,0,19,17,10.2,,,
Tainted Love,1982,47,6,6,32,0,28,10,14,15,1,24,0,0,5,2.8125,,,
Take A Back Road,2011,88,10,27,39,1,92,2,34,22,0,47,0,9,25,19.23076923,,,
Take A Bow,2009,53,12,12,33,0,49,7,30,58,0,27,0,5,8,4.848484848,,,
Take A Bow,1995,88,4,27,54,4,89,4,48,25,5,34,0,9,8,4.296296296,,,
Take A Bow,2008,58,16,13,31,0,35,7,24,52,5,31,0,6,8,4.903225806,,,
Take A Little Rhythm,1980,44,11,24,24,0,44,7,17,8,1,24,0,1,0,0,,,
Take A Little Ride,2012,36,2,14,15,1,50,7,20,11,0,31,0,2,0,0,,,
Take A Picture,2000,44,4,7,48,0,31,0,21,10,5,29,1,2,15,7.5,,,
Take Away,2002,63,7,21,66,0,74,3,50,43,0,38,0,0,1,0.348484848,,,
Take Back The Night,2013,129,17,16,67,2,125,7,46,49,5,92,0,5,-7,-10.44776119,,,
Take Care,2012,94,12,14,84,4,67,6,33,38,0,37,0,5,3,1.642857143,,,
Take It Away,1982,56,0,9,31,1,37,4,23,38,0,32,0,3,0,0,,,
Take It Easy,1986,38,8,8,42,0,34,0,18,13,0,32,0,0,8,3.428571429,,,
Take It Easy On Me,1982,69,7,11,55,2,23,18,28,26,2,27,0,6,11,6.6,,,
Take It Off,2010,64,11,13,71,0,86,0,46,42,0,82,0,20,8,3.830985915,,,
Take It On The Run,1981,61,9,3,62,0,49,0,55,21,0,40,0,4,1,0.35483871,,,
Take It To Da House,2001,113,21,35,107,2,219,50,56,30,2,69,0,44,-6,-9.869158879,,,
Take It To The Streets,1997,62,12,29,56,1,188,10,61,24,1,51,0,5,2,0.642857143,,,
Take Me Back,1984,82,23,18,94,0,53,7,23,44,0,45,0,12,11,5.14893617,,,
Take Me Down,1982,73,10,9,64,0,33,2,24,36,0,30,0,10,40,29.375,,,
Take Me Home,1986,92,10,7,70,0,69,5,21,34,3,39,0,5,23,8.871428571,,,
Take Me Home Tonight,1986,64,1,12,50,0,58,8,20,27,1,25,0,3,19,11.78,,,
Take Me There,1999,167,17,24,165,1,83,26,23,74,2,74,0,12,22,13.2,,,
Take Me There,2007,63,9,10,60,0,58,0,20,12,2,26,0,11,12,4.6,,,
Take Me To Church,2014,69,9,44,84,0,115,9,44,15,0,56,1,3,32,20.95238095,,,
Take Me To Heart,1983,34,2,2,34,0,28,6,11,11,0,15,0,5,12,7.764705882,,,
Take Me With U,1985,52,1,5,50,0,37,3,20,23,1,19,0,10,1,0.5,,,
Take My Breath Away,1986,34,4,12,28,0,47,7,17,17,0,16,0,1,13,8.821428571,,,
Take My Breath Away,2004,35,5,10,32,0,36,4,13,19,4,8,0,1,15,9.84375,,,
Take My Heart,1981,116,11,10,97,1,75,3,49,19,11,48,0,2,11,5.329896907,,,
Take Off,1982,79,5,27,40,0,170,15,44,24,1,84,0,10,3,1.125,,,
Take On Me,1985,50,5,7,23,2,36,6,31,17,0,11,0,1,13,9.043478261,,,
Take Over Control,2011,92,8,8,66,2,48,14,37,14,36,40,0,9,10,5.151515152,,,
Take The Long Way Home,1980,58,7,28,33,0,91,11,26,13,0,40,0,9,0,0,,,
Take The Short Way Home,1983,77,10,31,69,0,74,7,41,28,0,49,0,7,12,7.130434783,,,
Take This Heart,1992,49,2,10,22,1,47,2,14,23,0,33,0,3,6,3.818181818,,,
Take Time,1992,96,5,13,85,3,65,18,37,19,4,42,0,11,28,19.43529412,,,
Take You Down,2008,98,14,10,83,0,64,5,25,42,4,27,0,8,2,1.108433735,,,
Take You Out,2001,79,29,16,100,0,52,15,28,27,5,53,0,14,21,10.29,,,
Take You There,2008,3,0,1,1,0,5,2,2,1,0,3,0,0,0,0,,,
Take Your Time,1980,201,8,9,145,1,116,10,29,49,2,88,0,0,-20,-36.27586207,,,
Take Your Time,2015,128,18,11,99,1,55,18,21,43,1,13,0,1,8,2.101010101,,,
Taken In,1986,76,12,6,62,4,34,5,33,23,0,37,0,10,6,2.612903226,,,
Taking Everything,1999,112,18,13,116,0,121,20,34,47,6,44,0,8,49,32.94827586,,,
Taking It All Too Hard,1984,33,6,14,26,0,17,8,10,45,3,25,0,3,1,0.192307692,,,
Talk About Our Love,2004,113,11,20,114,7,78,7,43,42,0,50,0,22,-16,-21.33333333,,,
Talk Dirty,2014,45,2,19,39,1,65,15,23,7,0,20,0,5,11,5.076923077,,,
Talk Dirty To Me,1987,33,7,19,42,0,46,7,22,17,1,28,0,1,6,2.285714286,,,
Talk It Over,1989,54,5,9,30,0,27,7,23,18,5,14,0,0,2,1.2,,,
Talk That Talk,2011,73,5,10,63,5,59,19,29,11,3,26,0,11,17,8.634920635,,,
Talk To Me,1990,80,1,16,85,2,63,9,38,18,2,27,0,18,19,9.388235294,,,
Talk To Me,1987,91,4,6,95,0,43,14,11,35,0,20,0,1,22,11.11578947,,,
Talk To Me,1987,90,4,6,95,0,43,14,12,35,0,20,0,1,22,11.11578947,,,
Talk To Me,1986,53,3,12,61,0,54,15,19,16,0,58,0,7,12,5.114754098,,,
Talk To Me,1997,108,16,2,74,0,65,34,38,25,0,25,0,19,22,14.56756757,,,
Talk To Myself,1989,146,5,12,105,0,60,52,32,11,0,49,0,49,33,11,,,
Talking Body,2015,83,24,10,89,0,81,0,74,28,0,24,0,3,10,6.179775281,,,
Talking In Your Sleep,1984,76,9,1,110,0,45,2,48,9,0,26,0,15,20,11.45454545,,,
Tall Cool One,1988,65,10,45,57,1,138,7,81,17,12,34,0,0,5,2.456140351,,,
Talladega,2015,62,19,7,21,3,59,9,37,20,1,26,0,5,-3,-5,,,
Tambourine,2007,154,1,10,137,0,196,5,40,58,1,84,0,8,-1,-1.562043796,,,
Tapout,2013,71,6,17,74,9,163,3,61,22,0,50,0,3,8,2.594594595,,,
Tapout,2013,71,6,17,74,9,163,3,61,22,0,50,0,3,8,2.594594595,,,
Tarzan Boy,1986,24,4,24,9,0,64,11,26,9,2,30,0,1,0,0,,,
Tasty Love,1986,62,4,24,72,0,65,3,22,28,7,38,0,8,26,17.69444444,,,
Tattoo,2007,82,8,27,69,4,88,7,44,51,0,44,0,5,13,5.652173913,,,
Tattoos On This Town,2011,46,7,6,40,0,62,1,37,21,0,35,0,3,-15,-22.125,,,
Tbe Best Things In Life Are Free,1992,140,8,76,99,2,178,20,82,39,5,68,0,12,15,7.424242424,,,
Teach Me How To Dougie,2010,98,28,22,96,3,127,21,43,17,0,36,0,23,26,12.1875,,,
Teacher, Teacher,1984,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,
Team,2014,48,14,15,34,2,81,5,58,25,0,41,0,5,0,0,,,
Teardrops On My Guitar,2008,53,8,13,51,1,50,4,40,19,0,42,0,7,11,2.803921569,,,
Tears,1984,35,4,15,45,2,65,2,35,15,4,40,0,0,11,7.577777778,,,
Tears In Heaven,1992,39,4,6,38,0,25,0,24,6,0,21,0,0,5,2.236842105,,,
Teenage Dream,2010,84,14,13,66,3,72,2,28,61,0,36,0,4,17,8.242424242,,,
Teenage Dream,2010,84,13,13,64,3,76,2,26,59,0,33,0,4,17,8.5,,,
Telefone (Long Distance Love Affair),1983,52,11,18,53,0,53,3,28,24,12,36,0,6,2,1.018867925,,,
Telephone,2010,112,30,14,77,4,201,0,50,34,0,83,0,3,30,16.36363636,,,
Telephone,2010,110,31,26,90,0,148,0,43,38,0,67,0,1,34,20.02222222,,,
Tell Her,2001,74,12,9,87,0,28,11,44,19,2,17,0,6,5,1.83908046,,,
Tell Her About It,1983,105,8,21,90,2,52,16,36,26,0,38,0,11,0,0,,,
Tell Her No,1983,25,6,1,36,0,25,4,16,62,0,10,0,0,10,3.888888889,,,
Tell It Like It Is,1981,41,11,10,33,0,23,5,17,12,0,8,0,1,5,1.96969697,,,
Tell It To My Heart,1988,61,5,6,67,5,59,20,16,25,0,33,0,1,29,17.31343284,,,
Tell Me,2006,192,14,16,187,0,102,18,80,36,0,65,0,21,33,15.70588235,,,
Tell Me,1996,81,1,20,84,2,48,5,30,21,0,14,0,18,37,25.98809524,,,
Tell Me,1995,81,7,24,85,3,39,12,34,7,2,31,0,5,27,18.10588235,,,
Tell Me (I'll Be Around),1996,137,6,13,111,0,70,5,29,55,1,29,0,27,16,9.369369369,,,
Tell Me (What's Goin' On),2003,175,15,37,126,5,158,14,70,37,0,58,0,34,38,26.23809524,,,
Tell Me Baby,2006,97,10,21,56,2,80,15,34,25,0,59,0,23,6,2.892857143,,,
Tell Me It's Real,1999,57,7,14,58,0,32,5,22,22,0,21,0,3,14,9.413793103,,,
Tell Me Something,1990,27,1,9,26,1,15,0,15,9,0,11,0,2,3,0.692307692,,,
Tell Me Tomorrow,1982,79,3,22,73,0,46,3,31,57,8,30,0,3,34,23.28767123,,,
Tell Me What You Dream,1993,42,3,17,51,0,37,0,31,16,0,7,0,12,10,5.68627451,,,
Tell Me What You Want Me To Do,1992,78,2,8,79,0,41,12,25,32,10,15,0,14,29,18.35443038,,,
Tell Me When,1995,89,5,11,112,0,75,5,54,70,0,43,0,21,21,11.8125,,,
Tell Me When To Go,2006,164,9,111,93,3,204,37,40,19,2,48,0,36,46,32.64516129,,,
Tell Me Why,1990,105,12,19,71,1,57,11,28,29,0,52,0,21,12,7.605633803,,,
Temperature,2006,120,26,40,115,3,171,13,38,41,12,99,1,3,10,5.826086957,,,
Temple Of Love,1991,52,13,4,41,5,64,2,33,15,2,30,0,4,1,0.56097561,,,
Temporary Home,2010,48,7,18,29,1,57,6,26,16,0,38,0,8,-1,-1.655172414,,,
Temptation,1991,57,5,17,36,2,43,12,16,24,1,14,0,5,5,2.5,,,
Tempted,1981,59,16,5,26,0,84,3,41,14,0,62,0,1,6,2.307692308,,,
Tempted To Touch,2004,137,14,25,97,0,109,40,30,40,0,34,0,2,5,1.907216495,,,
Ten Rounds With Jose Cuervo,2002,39,17,10,28,19,60,6,31,11,0,19,0,1,9,3.214285714,,,
Tender Is The Night,1983,42,6,16,22,0,82,4,30,10,0,38,0,6,-2,-2.727272727,,,
Tender Kisses,1991,48,2,10,39,0,32,7,13,27,1,18,0,6,7,3.58974359,,,
Tender Love,1986,24,2,9,24,1,28,6,15,13,0,16,0,1,9,4.875,,,
Tender Lover,1990,80,4,21,56,0,74,13,35,49,0,29,0,1,-2,-3.535714286,,,
Tender Years,1985,19,2,11,14,2,29,1,8,10,0,11,0,3,3,1.5,,,
Tenderness,1985,44,9,12,28,1,44,4,20,14,0,23,0,5,2,0.428571429,,,
Tennessee,1992,88,9,23,73,0,87,24,39,17,0,39,0,7,36,22.19178082,,,
Tennessee Whiskey,2015,22,7,21,27,0,52,2,32,27,0,22,0,1,4,0.888888889,,,
Tequila,1992,94,31,13,65,4,165,11,55,23,3,59,0,2,2,0.430769231,,,
Tequila Makes Her Clothes Fall Off,2005,41,1,7,29,0,70,0,25,5,2,29,0,3,2,0.137931034,,,
Tha Crossroads,1996,169,34,58,121,1,178,17,68,32,4,82,0,28,-7,-9.024793388,,,
Thank God I Found You,2000,68,6,16,65,0,68,6,41,16,0,37,0,4,8,4.184615385,,,
Thank U,1998,54,0,6,40,1,19,1,10,14,1,18,0,14,2,1,,,
Thank You,1995,102,17,13,106,0,21,8,18,75,0,14,0,14,11,4.254716981,,,
Thank You,2001,41,18,13,41,0,41,7,32,27,0,25,0,1,16,9.756097561,,,
Thanks For My Child,1988,56,7,14,78,1,78,4,41,24,4,29,0,0,22,12.41025641,,,
That Ain't Love,1987,79,5,16,68,0,61,15,33,32,3,25,0,20,13,6.117647059,,,
That Don't Impress Me Much,1999,64,17,24,67,1,63,2,36,38,4,48,0,4,20,11.34328358,,,
That Girl,2006,148,28,19,132,3,144,9,58,38,3,97,0,7,25,6.818181818,,,
That Girl,1996,69,10,23,47,1,108,13,30,14,2,45,0,12,8,4.085106383,,,
That Girl,1982,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
That Girl Could Sing,1980,42,10,8,34,1,44,5,40,16,1,38,0,5,2,0.470588235,,,
That Old Song,1981,55,8,26,48,1,81,8,55,22,0,39,0,9,8,4.333333333,,,
That Thing You Do!,1996,53,11,9,41,4,30,9,18,21,0,24,0,0,4,2.341463415,,,
That Was Then, This Is Now,1986,57,5,9,36,1,47,1,12,33,0,38,0,0,8,4.222222222,,
That Was Yesterday,1985,39,12,4,37,1,38,2,22,37,1,26,0,3,11,5.351351351,,,
That Way,2011,85,15,13,78,2,111,11,32,35,0,36,0,8,7,2.423076923,,,
That'd Be Alright,2003,49,10,29,9,0,46,4,31,34,0,54,0,0,0,0,,,
That's All,1984,85,12,17,72,1,42,10,50,39,1,58,0,10,20,8.055555556,,,
That's All She Wrote,2010,255,27,79,249,6,276,18,159,96,0,149,1,17,46,21.98393574,,,
That's Love,1983,26,5,12,12,3,39,0,17,23,0,35,0,0,2,0.5,,,
That's My Kind Of Night,2013,32,7,13,38,0,76,5,37,7,9,21,0,3,6,3.789473684,,,
That's Not My Name,2009,52,9,15,82,1,77,5,17,44,1,41,0,0,51,36.69512195,,,
That's That,2006,95,16,27,77,3,218,4,124,29,1,113,0,9,9,5.025974026,,,
That's That S***,2006,97,16,31,74,4,222,4,119,31,0,91,0,9,8,4.756756757,,,
That's The Way,2000,90,17,11,62,2,78,2,43,18,2,46,0,10,3,0.967741935,,,
That's The Way,1989,18,2,16,15,0,55,0,31,12,1,17,0,2,-7,-9.8,,,
That's The Way It Is,2000,65,14,14,51,0,54,14,30,12,0,39,0,17,1,0.274509804,,,
That's The Way Love Goes,1993,64,6,16,44,0,100,7,35,13,0,38,0,1,10,6.136363636,,,
That's What Friends Are For,1985,60,14,22,29,0,48,2,41,31,2,13,0,10,1,0.448275862,,,
That's What Friends Are For,1986,33,12,10,22,0,19,2,15,24,1,15,0,3,2,0.818181818,,,
That's What It's All About,2004,50,13,8,41,0,45,6,34,12,2,44,0,18,0,0,,,
That's What Love Can Do,1993,64,10,3,43,6,30,7,23,13,8,28,0,12,-3,-4.744186047,,,
That's What Love Is All About,1987,47,4,8,30,3,52,4,40,19,0,46,0,10,-14,-20.53333333,,,
That's What Love Is For,1991,62,8,12,44,2,50,11,40,24,0,32,0,20,-26,-35.45454545,,,
That's What Love is For,1991,62,8,12,44,2,50,11,40,24,0,32,0,20,-26,-35.45454545,,,
That's When I Love You,2002,59,12,10,81,1,47,3,37,13,1,34,0,37,0,0,,,
That?s What Love Can Do,1993,64,10,3,43,6,30,7,23,13,8,28,0,12,-3,-4.744186047,,,
The 13th,1996,77,14,21,49,1,44,14,30,19,1,35,0,1,8,1.959183673,,,
The A Team,2013,52,24,25,22,3,93,21,47,27,0,42,0,0,-4,-6.181818182,,,
The A Team,2013,52,24,25,22,3,93,21,47,27,0,42,0,0,-4,-6.181818182,,,
The Adventures Of Rain Dance Maggie,2011,45,6,13,35,3,57,12,15,10,6,17,0,5,4,1.028571429,,,
The Angel Song,1989,23,7,25,9,0,60,2,22,13,0,15,0,2,0,0,,,
The Animal Song,1999,73,16,9,60,0,98,23,43,19,0,35,0,3,14,6.766666667,,,
The Anthem,2003,73,6,14,58,1,45,6,38,30,1,39,0,5,8,3.862068966,,,
The Anthem,2008,119,7,47,62,5,346,12,45,46,0,54,10,1,12,4.451612903,,,
The Arms Of Orion,1989,44,1,13,19,13,86,0,34,12,0,25,0,7,3,1.421052632,,,
The Arms Of The One Who Loves You,1998,74,11,9,64,5,49,19,20,38,1,42,0,14,2,1.03125,,,
The Authority Song,1984,33,2,9,26,1,19,6,11,10,4,12,0,1,3,0.923076923,,,
The Baby,2003,54,10,9,50,4,50,7,28,17,0,28,0,1,3,0.6,,,
The Ballad Of Jayne,1990,35,0,13,25,0,42,2,17,22,3,22,0,16,0,0,,,
The Beach Boys Medley,1981,85,13,38,64,1,177,2,49,40,6,40,0,2,21,9.84375,,,
The Beatles Movie Medley,1982,91,8,10,50,0,62,13,18,23,4,42,0,8,6,3.48,,,
The Belle Of St. Mark,1984,61,10,30,58,1,107,4,65,18,0,29,0,7,10,1.896551724,,,
The Best,1989,56,6,17,56,0,59,3,35,37,2,42,0,3,4,1.428571429,,,
The Best Day,2000,43,10,21,39,3,72,3,40,11,0,41,0,5,9,4.615384615,,,
The Best Of Times,1981,41,7,11,25,3,41,2,28,18,0,44,0,4,1,0.4,,,
The Best Things In Life Are Free,1992,7,2,5,3,0,14,3,6,2,0,11,0,0,1,0.666666667,,,
The Big Money,1986,35,3,32,3,2,76,1,17,8,0,37,0,0,0,0,,,
The Bird,1985,82,10,9,40,3,86,7,20,23,1,53,0,10,0,0,,,
The Blower's Daughter,2014,25,3,3,46,0,24,1,29,3,0,22,0,0,13,6.5,,,
The Blues,1990,103,4,7,106,1,94,5,31,26,2,62,4,13,32,21.13207547,,,
The Bomb! (These Sounds Fall Into My Mind),1995,11,1,1,12,0,31,0,12,0,0,12,0,0,12,12,,,
The Boomin' System,1990,100,12,21,72,2,201,20,82,21,1,105,0,8,14,6.027777778,,,
The Border,1983,71,2,15,42,2,90,18,24,13,0,52,0,2,1,0.047619048,,,
The Borderlines,1985,115,2,15,70,0,164,3,56,15,0,75,0,15,12,5.142857143,,,
The Boss,2008,74,9,37,47,6,136,8,74,56,2,82,0,2,3,1.595744681,,,
The Boy Is Mine,1998,91,7,16,83,0,64,13,37,17,0,53,0,8,9,4.228915663,,,
The Boys Of Fall,2010,28,9,6,19,1,64,3,29,6,0,24,0,2,0,0,,,
The Boys Of Summer,1985,68,5,13,61,0,58,2,35,22,0,38,0,6,5,2.131147541,,,
The Boys Of Summer,2003,59,8,13,60,0,64,1,34,21,0,39,0,7,5,2.166666667,,,
The Breakup Song,1981,45,6,9,39,1,22,2,26,32,57,23,6,0,0,0,,,
The Business,2008,130,14,15,122,3,136,25,54,44,21,90,0,14,24,14.36065574,,,
The Captain Of Her Heart,1986,14,2,4,10,0,13,1,8,15,0,14,0,0,0,0,,,
The Catalyst,2010,96,10,9,72,3,76,2,54,25,1,48,0,8,10,6.805555556,,,
The Cave,2011,61,22,4,62,0,55,7,32,12,0,37,0,5,17,7.677419355,,,
The Chain Of Love,2000,72,14,10,50,4,64,6,32,34,0,40,0,12,7,2.24,,,
The Christmas Shoes,2001,66,11,14,46,1,55,10,29,21,0,23,0,6,5,0.869565217,,,
The Christmas Song (Chestnuts Roasting On An Open Fire),2000,30,9,13,14,4,65,13,24,3,0,13,0,2,0,0,,,
The Christmas Song (Merry Christmas To You),2014,20,6,12,10,4,42,10,16,3,0,11,0,1,0,0,,,
The Clapping Song,1983,40,6,16,41,0,90,2,17,6,0,23,0,0,5,0.853658537,,,
The Climb,2009,50,6,6,16,0,31,11,19,16,1,25,0,3,3,0.5625,,,
The Climb,2009,59,5,7,22,0,40,4,22,21,3,32,0,2,4,0.727272727,,,
The Closer You Get,1983,36,8,12,18,0,42,4,25,29,3,40,0,0,0,0,,,
The Colour Of Love,1988,54,1,18,44,0,65,6,40,14,2,37,0,19,1,0.477272727,,,
The Cowboy In Me,2002,48,3,7,30,0,25,4,16,17,0,33,1,6,3,0.9,,,
The Crying Game,1993,30,4,3,9,1,21,3,8,8,2,16,0,6,1,0.333333333,,,
The Cup Of Life,1999,51,1,14,29,0,150,2,16,32,1,27,2,1,-3,-4.655172414,,,
The Curly Shuffle,1984,39,16,15,28,0,103,4,14,11,0,35,0,2,-1,-1.5,,,
The Day That Never Comes,2008,38,5,7,20,3,40,2,8,19,0,34,0,4,0,0,,,
The Day The World Went Away,1999,14,2,4,6,0,12,3,1,2,0,11,0,1,0,0,,,
The Deeper The Love,1990,55,3,25,42,0,45,5,20,20,0,55,0,9,6,2.428571429,,,
The Devil Came Up To Michigan,1991,81,19,22,52,1,108,6,49,23,0,62,0,6,2,0.346153846,,,
The Diary Of Jane,2006,50,6,7,39,0,37,10,36,17,0,36,0,4,10,4.871794872,,,
The Doctor,1989,54,5,1,39,0,54,16,30,12,3,35,0,7,6,3.692307692,,,
The Dream,1984,54,10,13,24,1,34,6,24,40,0,30,0,5,1,0.541666667,,,
The Dream Is Still Alive,1991,48,13,10,32,3,34,1,12,35,0,36,0,2,1,0.46875,,,
The Earth, The Sun, The Rain,1996,76,7,4,95,0,71,4,62,14,15,94,0,7,8,4.463157895,
