@relation lyrics383.small

@attribute song string
@attribute numWords numeric
@attribute distinctWRatio numeric
@attribute word_1 string
@attribute word_2 string
@attribute word_3 string
@attribute word_4 string
@attribute word_5 string
@attribute word_6 string
@attribute word_7 string
@attribute word_8 string
@attribute word_9 string
@attribute word_10 string
@attribute phrase2_1 string
@attribute phrase2_2 string
@attribute phrase2_3 string
@attribute phrase2_4 string
@attribute phrase2_5 string
@attribute phrase2_6 string
@attribute phrase2_7 string
@attribute phrase2_8 string
@attribute phrase2_9 string
@attribute phrase2_10 string
@attribute phrase3_1 string
@attribute phrase3_2 string
@attribute phrase3_3 string
@attribute phrase3_4 string
@attribute phrase3_5 string
@attribute phrase3_6 string
@attribute phrase3_7 string
@attribute phrase3_8 string
@attribute phrase3_9 string
@attribute phrase3_10 string
@attribute pos_verb numeric
@attribute pos_conj numeric
@attribute pos_adj numeric
@attribute pos_pronoun numeric
@attribute pos_number numeric
@attribute pos_noun numeric
@attribute pos_to numeric
@attribute pos_prep numeric
@attribute pos_adv numeric
@attribute pos_interj numeric
@attribute pos_other numeric
@attribute pos_foreign numeric
@attribute pos_wh numeric
@attribute narcScore numeric
@attribute period {early1980s,mid1980s,late1980s,early1990s,mid1990s,late1990s,early2000s,mid2000s,late2000s,early2010s,mid2010s}
@attribute rank {top10,top20,top30,top40,top50,notTop}

@data
"Don't You Wanna Stay",127.0,0.5196850393700787,"don't","wanna","you","stay","your","this","i","a","yeah","to","don't you","you wanna","wanna stay","stay here","here a","a little","little while","i don't","make love","when your","don't you wanna","you wanna stay","wanna stay here","stay here a","here a little","a little while","yeah yeah yeahhh","moment go touching","go touching your","touching your skin",32,2,13,16,0,20,3,10,13,3,13,0,2,2209.820953731608,early2010s,top40
"Don't You Want Me",351.0,0.32763532763532766,"you","don't","me","want","i","baby?","ohh?","it","that","it's","don't you","you want","want me","me baby?","baby? don't","me ohh?","ohh? don't","know i","believe it","it when","don't you want","you want me","want me baby?","me baby? don't","baby? don't you","want me ohh?","me ohh? don't","ohh? don't you","don't don't you","you want me?",103,11,16,82,2,61,2,21,24,0,21,0,8,2213.364182975713,early2010s,top50
"Don't You Want Me",342.0,0.28362573099415206,"you","want","me","to","don't","and","like","i","love","the","want me","don't you","you want","me don't","me to","to touch","touch you","you and","and to","to hold","don't you want","you want me","want me don't","me don't you","want me to","me to touch","to touch you","touch you and","you and to","and to hold",96,21,17,77,1,32,21,33,23,0,19,0,2,2223.60008822232,late1980s,top10
"Don't You Want Me",299.0,0.3745819397993311,"you","don't","i","me","want","when","a","that","it's","me?","don't you","you want","want me","me? you","don't don't","want me?","you know","know i","that you","me baby?","don't you want","you want me","want me? you","don't don't you","you want me?","me? you know","you know i","want me baby?","me baby? don't","baby? don't you",79,9,16,72,2,40,2,23,25,0,22,0,9,2226.6626463597145,early1980s,top10
"Don't You Worry Child",171.0,0.5087719298245614,"a","i","the","you","","worry","don't","was","of","see","don't you","you worry","see heaven's","heaven's got","got a","a plan","plan for","for you","was a","there was","don't you worry","see heaven's got","heaven's got a","got a plan","a plan for","plan for you","a time i","hear the songs","you worry don't","worry don't you",37,1,7,28,0,35,1,18,17,0,24,0,3,2227.7739920832723,early2010s,top10
"Don?t Worry, Be Happy",272.0,0.3235294117647059,"worry","happy","be","don't","oo-oo-oo","you","oo","oo-oo-oo-oo-oo-oo","oo-oo-oo-oo-oo-oo-oo","oo-oo-oo-oo-oo","be happy","don't worry","worry be","oo oo-oo-oo","oo-oo-oo oo-oo-oo","oo-oo-oo oo-oo-oo-oo-oo-oo","oo-oo-oo-oo-oo-oo don't","worry oo-oo-oo-oo-oo-oo-oo","oo-oo-oo-oo-oo-oo-oo be","happy oo-oo-oo-oo-oo","don't worry be","worry be happy","oo oo-oo-oo oo-oo-oo","oo-oo-oo oo-oo-oo oo-oo-oo-oo-oo-oo","oo-oo-oo oo-oo-oo-oo-oo-oo don't","oo-oo-oo-oo-oo-oo don't worry","don't worry oo-oo-oo-oo-oo-oo-oo","worry oo-oo-oo-oo-oo-oo-oo be","oo-oo-oo-oo-oo-oo-oo be happy","be happy oo-oo-oo-oo-oo",71,3,40,29,0,68,5,14,10,0,27,0,5,2227.5673522001525,late1980s,top40
"Doo Wop (That Thing)",567.0,0.3985890652557319,"you","that","thing","out","the","when","watch","again","men","look","that thing","thing that","watch out","look out","come again","out look","out watch","you ain't","when you","you know","that thing that","thing that thing","out look out","out watch out","watch out watch","watch out look","look out look","you know you'd","know you'd better","you'd better watch",113,11,20,74,5,132,6,60,49,0,76,0,21,2228.2603484565016,late1990s,top10
"Dope",241.0,0.4190871369294606,"i","you","need","more","than","dope","my","without","and","for","need you","you more","more than","than dope","i need","without you","dope need","from living","living high","low from","need you more","you more than","more than dope","i need you","than dope need","dope need you","low from living","from living high","than dope i","dope i need",41,5,15,45,4,53,1,37,24,1,15,0,0,2231.017078796018,early2010s,top10
"Double Dutch Bus",494.0,0.4676113360323887,"the","do","i","say","you","my","double","dutch","bus","to","double dutch","let me","do do","do the","i say","do that","me hear","hear you","you say","say do","the double dutch","double dutch bus","let me hear","me hear you","hear you say","you say do","do the do","do do do","i say when","say when i'm",110,6,21,63,1,168,8,34,24,0,46,0,13,2238.412810350857,early1980s,top30
"Doubleback",199.0,0.40703517587939697,"i","to","double","back","got","again","and","the","know","my","double back","back again","i got","to double","got to","again double","high and","and low","low don't","don't know","double back again","got to double","to double back","i got to","back again double","again double back","and low don't","low don't know","don't know where","know where to",48,7,14,25,0,21,13,16,33,0,16,0,6,2240.552109723071,early1990s,top50
"Down",388.0,0.29896907216494845,"down","you","the","down?","are","baby","is","sky","be","to","down down","the sky","sky is","are you","is falling","down? down","you down","down down?","even if","if the","down down down","the sky is","sky is falling","are you down","you down down","down down down?","down? down down","even if the","if the sky","baby are you",78,8,16,57,1,71,10,53,57,0,35,0,2,2243.790540147683,late2000s,top10
"Down 4 U",545.0,0.43853211009174314,"you","and","","yea","i","for","me","me?","the","be","for you","yea yea","yea","me?","yea","down ass","me and","be your","rule baby","wanna be","me?  yea","yea yea","yea yea","me and you","i wanna be","be your down","your down ass","down ass chick","chick i wanna","rule baby",88,30,26,84,4,141,7,68,43,0,47,0,7,2251.5553912186065,early2000s,top10
"Down A** Chick",588.0,0.3826530612244898,"the","you","baby","me","and","my","thug","on","a","for","baby say","say yeah","down ass","ass bitch","thug on","ja rule","my down","in the","cause you","you my","baby say yeah","down ass bitch","my down ass","you my down","say yeah baby","yeah baby say","thug on cause","on cause you","cause you my","ass bitch thug",84,20,22,82,6,188,5,78,17,5,65,0,16,2259.030552019442,early2000s,top30
"Down Boys",283.0,0.31802120141342755,"go","the","where","down","boys","i","your","you","me","to","where the","the down","down boys","boys go","go where","go go","to where","make me","can we","we rewind","where the down","the down boys","down boys go","go where the","boys go go","go go where","boys go where","we rewind to","rewind to where","to where we've",57,4,26,38,2,64,5,14,17,0,34,0,22,2258.979827755621,late1980s,top30
"Down Low (Nobody Has To Know)",203.0,0.46798029556650245,"to","nobody","on","keep","it","the","down","low","me","has","keep it","it on","on the","the down","down low","nobody has","has to","to know","low nobody","oh yeah","keep it on","it on the","on the down","the down low","nobody has to","has to know","down low nobody","low nobody has","low whispering nobody","whispering nobody has",46,4,12,30,0,31,11,23,17,11,15,0,3,2262.2418572418574,mid1990s,top10
"Down On Me",484.0,0.40082644628099173,"it","you","on","me","she","i","down","the","get","put","on me","it down","get it","work it","down on","put it","on it","lick it","bang bang","it work","down on me","put it down","it down on","it work it","get it get","it get it","you go that","lick it lick","it lick it","bang bang bang",123,8,20,124,6,65,6,45,30,1,46,0,10,2266.272758660375,early2010s,top10
"Down The Road",213.0,0.4272300469483568,"down","the","road","to","i","her","she","in","know","that","down the","the road","in the","go down","down down","to know","road down","wants to","an only","the only","down the road","go down the","wants to know","with an only","the road her","road her momma","her momma wants","momma wants to","washed in the","in the blood",42,5,3,31,2,42,10,29,11,0,34,0,4,2266.9517348434756,late2000s,top50
"Down Under",301.0,0.2823920265780731,"you","a","and","can't","hear","better","in","the","land","down","can't you","you hear","you better","a land","land down","and men","hear can't","hear the","the thunder?","thunder? you","can't you hear","a land down","you hear can't","hear can't you","you hear the","hear the thunder?","the thunder? you","thunder? you better","you better run","better run you",57,14,13,49,2,71,3,44,17,0,24,0,7,2270.8953094499943,early1980s,top10
"Down With The King",688.0,0.42005813953488375,"the","with","king","down","get","to","i","a","and","it","with the","the king","down with","get down","king get","to the","on the","king king","all the","is it","down with the","with the king","get down with","the king get","king get down","the king king","g o d","i keep it","keep it hardcore","king king i'm",112,18,21,57,3,190,19,98,56,0,112,0,2,2273.702375834695,early1990s,top30
"Downtime",225.0,0.41333333333333333,"a","oh","just","i'm","i","to","goin","through","little","time","oh i'm","i'm just","just goin","goin through","through a","a little","time or","or two","two it's","it's nothin","oh i'm just","i'm just goin","just goin through","goin through a","through a little","a time or","time or two","or two it's","two it's nothin","it's nothin new",37,9,19,24,3,56,5,30,13,0,28,0,1,2278.606352206661,early2000s,top50
"Downtown",223.0,0.5560538116591929,"you","don't","i","the","me","on","we","a","","know","you don't","i don't","don't know","know why","why you","don't take","take me","me downtown","on the","all the","i don't know","don't know why","know why you","why you don't","you don't take","don't take me","take me downtown","me downtown anymore","streets are talking","are talking store",57,4,11,44,0,36,3,22,17,2,21,0,6,2279.7120219673347,early2010s,top30
"Downtown",711.0,0.4149085794655415,"the","downtown","a","you","i","girl","don't","i'm","to","me","downtown downtown","you don't","what you","in the","on the","i got","don't need","follow me","like a","a big","downtown downtown downtown","don't need a","you don't need","you don't want","don't want no","want no beef","no beef boy","beef boy know","boy know i","know i run",123,13,39,91,10,225,11,72,33,1,83,0,10,2285.0107269200043,mid2010s,top20
"Downtown",255.0,0.3607843137254902,"wooa","you","downtown","the","of","to","let","me","come","down","wooa wooa","let me","down downtown","downtown wooa","wooa woo","come downtown","take you","me take","me show","show you","down downtown wooa","downtown wooa wooa","wooa wooa wooa","wooa wooa woo","me take you","let me show","me show you","show you where","let me take","wooa woo come",62,5,6,30,0,60,9,23,17,1,31,0,11,2289.6756171255915,late1980s,top40
"Downtown Life",339.0,0.3834808259587021,"the","life","it","hangin","downtown","on","me","for","nite","so","downtown life","hangin on","the nite","it keeps","keeps me","me hangin","life it","for the","through the","so right","downtown life it","it keeps me","keeps me hangin","for the nite","me hangin on","so right it","right it keeps","it feels so","life it feels","feels so right",61,5,26,37,0,90,5,41,22,11,41,0,0,2292.986901677155,late1980s,top40
"Downtown Train",18.0,1.0,"our","agreement","does","not","allow","us","to","display","these","lyrics","our","licensing agreement","agreement does","does not","not allow","allow us","us to","to display","display these","these lyrics","nite  our","our licensing agreement","licensing agreement does","agreement does not","does not allow","not allow us","allow us to","us to display","to display these","display these lyrics",4,0,0,2,0,5,1,2,1,0,3,0,0,2292.53244497594,early1990s,top10
"Downtown Venus",197.0,0.3401015228426396,"you","i'm","like","my","i","and","you're","be","but","what","you're like","i'm downtown","downtown venus","be into","don't know","know what","venus and","what you're","you don't","you but","i'm downtown venus","don't know what","downtown venus and","what you're like","you but you","but you don't","you don't know","into you but","know what you're","be into you",41,14,3,47,1,34,5,26,4,0,14,0,8,2299.255459508644,mid1990s,top50
"Dr. Feelgood",343.0,0.42857142857142855,"feelgood","dr","he's","the","one","call","a","got","they","of","dr feelgood","he's the","the one","feelgood he's","one they","they call","call dr","feelgood dr","one thing","got one","he's the one","dr feelgood he's","one they call","the one they","they call dr","call dr feelgood","dr feelgood dr","feelgood dr feelgood","feelgood he's the","got one thing",59,5,23,29,15,119,3,25,18,1,39,0,7,2298.766826718186,late1980s,top10
"Dr. Heckyll & Mr. Jive",308.0,0.44805194805194803,"the","of","and","he","to","dr","heckyll","all","he's","this","dr heckyll","this is","is the","the story","story of","of dr","heckyll and","and mr","mr jive","all the","this is the","is the story","the story of","story of dr","of dr heckyll","dr heckyll and","heckyll and mr","and mr jive","mr jive they","jive they are",52,12,23,25,0,81,10,33,20,0,46,0,6,2297.416160354324,early1980s,top30
"Drag Me Down",346.0,0.22254335260115607,"me","nobody","you","can","drag","a","all","down","my","the","nobody nobody","nobody can","can drag","drag me","me down","me all","down nobody","my life","life you","you stood","nobody can drag","can drag me","drag me down","me down nobody","down nobody nobody","nobody nobody nobody","nobody nobody can","stood by me","by me when","me when no",46,2,20,67,0,73,2,40,28,0,59,0,9,2316.0521975686474,mid2010s,top10
"Drank In My Cup",455.0,0.3912087912087912,"you","i","up","that","i'm","she","the","got","same","in","hold up","got that","you got","if you","got this","this drank","drank in","in my","my cup","only if","you got that","if you got","only if you","got this drank","this drank in","drank in my","in my cup","i got this","hold up hold","up hold up",92,8,29,75,1,114,7,48,24,4,44,0,9,2320.3374618255857,early2010s,top30
